idx,orig_idx,question,optionA,optionB,optionC,optionD,new_audio_path
74_silence_1,74,Which sound event occurs after coughing sound?,Crickets,Clapping,car_horn,Clock tick,order_audio_perturbations_only/74_silence_1.wav
74_silence_2,74,Which sound event occurs after coughing sound?,Crickets,Clapping,car_horn,Clock tick,order_audio_perturbations_only/74_silence_2.wav
74_silence_3,74,Which sound event occurs after coughing sound?,Crickets,Clapping,car_horn,Clock tick,order_audio_perturbations_only/74_silence_3.wav
74_silence_4,74,Which sound event occurs after coughing sound?,Crickets,Clapping,car_horn,Clock tick,order_audio_perturbations_only/74_silence_4.wav
74_volume_0,74,Which sound event occurs after coughing sound?,Crickets,Clapping,car_horn,Clock tick,order_audio_perturbations_only/74_volume_0.wav
74_volume_1,74,Which sound event occurs after coughing sound?,Crickets,Clapping,car_horn,Clock tick,order_audio_perturbations_only/74_volume_1.wav
74_volume_2,74,Which sound event occurs after coughing sound?,Crickets,Clapping,car_horn,Clock tick,order_audio_perturbations_only/74_volume_2.wav
74_volume_3,74,Which sound event occurs after coughing sound?,Crickets,Clapping,car_horn,Clock tick,order_audio_perturbations_only/74_volume_3.wav
74_volume_4,74,Which sound event occurs after coughing sound?,Crickets,Clapping,car_horn,Clock tick,order_audio_perturbations_only/74_volume_4.wav
75_silence_0,75,Which sound event occurs second?,Coughing,Crickets,Glass breaking,washing_machine,order_audio_perturbations_only/75_silence_0.wav
75_silence_1,75,Which sound event occurs second?,Coughing,Crickets,Glass breaking,washing_machine,order_audio_perturbations_only/75_silence_1.wav
75_silence_2,75,Which sound event occurs second?,Coughing,Crickets,Glass breaking,washing_machine,order_audio_perturbations_only/75_silence_2.wav
75_silence_3,75,Which sound event occurs second?,Coughing,Crickets,Glass breaking,washing_machine,order_audio_perturbations_only/75_silence_3.wav
75_silence_4,75,Which sound event occurs second?,Coughing,Crickets,Glass breaking,washing_machine,order_audio_perturbations_only/75_silence_4.wav
75_volume_0,75,Which sound event occurs second?,Coughing,Crickets,Glass breaking,washing_machine,order_audio_perturbations_only/75_volume_0.wav
75_volume_1,75,Which sound event occurs second?,Coughing,Crickets,Glass breaking,washing_machine,order_audio_perturbations_only/75_volume_1.wav
75_volume_2,75,Which sound event occurs second?,Coughing,Crickets,Glass breaking,washing_machine,order_audio_perturbations_only/75_volume_2.wav
75_volume_3,75,Which sound event occurs second?,Coughing,Crickets,Glass breaking,washing_machine,order_audio_perturbations_only/75_volume_3.wav
75_volume_4,75,Which sound event occurs second?,Coughing,Crickets,Glass breaking,washing_machine,order_audio_perturbations_only/75_volume_4.wav
76_silence_0,76,Which sound event occurs first?,Water drops,clock_alarm,Hand saw,Sheep,order_audio_perturbations_only/76_silence_0.wav
76_silence_1,76,Which sound event occurs first?,Water drops,clock_alarm,Hand saw,Sheep,order_audio_perturbations_only/76_silence_1.wav
76_silence_2,76,Which sound event occurs first?,Water drops,clock_alarm,Hand saw,Sheep,order_audio_perturbations_only/76_silence_2.wav
76_silence_3,76,Which sound event occurs first?,Water drops,clock_alarm,Hand saw,Sheep,order_audio_perturbations_only/76_silence_3.wav
76_silence_4,76,Which sound event occurs first?,Water drops,clock_alarm,Hand saw,Sheep,order_audio_perturbations_only/76_silence_4.wav
76_volume_0,76,Which sound event occurs first?,Water drops,clock_alarm,Hand saw,Sheep,order_audio_perturbations_only/76_volume_0.wav
76_volume_1,76,Which sound event occurs first?,Water drops,clock_alarm,Hand saw,Sheep,order_audio_perturbations_only/76_volume_1.wav
76_volume_2,76,Which sound event occurs first?,Water drops,clock_alarm,Hand saw,Sheep,order_audio_perturbations_only/76_volume_2.wav
76_volume_3,76,Which sound event occurs first?,Water drops,clock_alarm,Hand saw,Sheep,order_audio_perturbations_only/76_volume_3.wav
76_volume_4,76,Which sound event occurs first?,Water drops,clock_alarm,Hand saw,Sheep,order_audio_perturbations_only/76_volume_4.wav
78_silence_0,78,Which sound event occurs after siren sound?,helicopter,Can opening,"Door, wood creaks",Fireworks,order_audio_perturbations_only/78_silence_0.wav
78_silence_1,78,Which sound event occurs after siren sound?,helicopter,Can opening,"Door, wood creaks",Fireworks,order_audio_perturbations_only/78_silence_1.wav
78_silence_2,78,Which sound event occurs after siren sound?,helicopter,Can opening,"Door, wood creaks",Fireworks,order_audio_perturbations_only/78_silence_2.wav
78_silence_3,78,Which sound event occurs after siren sound?,helicopter,Can opening,"Door, wood creaks",Fireworks,order_audio_perturbations_only/78_silence_3.wav
78_silence_4,78,Which sound event occurs after siren sound?,helicopter,Can opening,"Door, wood creaks",Fireworks,order_audio_perturbations_only/78_silence_4.wav
78_volume_0,78,Which sound event occurs after siren sound?,helicopter,Can opening,"Door, wood creaks",Fireworks,order_audio_perturbations_only/78_volume_0.wav
78_volume_1,78,Which sound event occurs after siren sound?,helicopter,Can opening,"Door, wood creaks",Fireworks,order_audio_perturbations_only/78_volume_1.wav
78_volume_2,78,Which sound event occurs after siren sound?,helicopter,Can opening,"Door, wood creaks",Fireworks,order_audio_perturbations_only/78_volume_2.wav
78_volume_3,78,Which sound event occurs after siren sound?,helicopter,Can opening,"Door, wood creaks",Fireworks,order_audio_perturbations_only/78_volume_3.wav
78_volume_4,78,Which sound event occurs after siren sound?,helicopter,Can opening,"Door, wood creaks",Fireworks,order_audio_perturbations_only/78_volume_4.wav
80_silence_0,80,Which sound event occurs first?,Car horn,"Door, wood creaks",Crow,rooster,order_audio_perturbations_only/80_silence_0.wav
80_silence_1,80,Which sound event occurs first?,Car horn,"Door, wood creaks",Crow,rooster,order_audio_perturbations_only/80_silence_1.wav
80_silence_2,80,Which sound event occurs first?,Car horn,"Door, wood creaks",Crow,rooster,order_audio_perturbations_only/80_silence_2.wav
80_silence_3,80,Which sound event occurs first?,Car horn,"Door, wood creaks",Crow,rooster,order_audio_perturbations_only/80_silence_3.wav
80_silence_4,80,Which sound event occurs first?,Car horn,"Door, wood creaks",Crow,rooster,order_audio_perturbations_only/80_silence_4.wav
80_volume_0,80,Which sound event occurs first?,Car horn,"Door, wood creaks",Crow,rooster,order_audio_perturbations_only/80_volume_0.wav
80_volume_1,80,Which sound event occurs first?,Car horn,"Door, wood creaks",Crow,rooster,order_audio_perturbations_only/80_volume_1.wav
80_volume_2,80,Which sound event occurs first?,Car horn,"Door, wood creaks",Crow,rooster,order_audio_perturbations_only/80_volume_2.wav
80_volume_3,80,Which sound event occurs first?,Car horn,"Door, wood creaks",Crow,rooster,order_audio_perturbations_only/80_volume_3.wav
80_volume_4,80,Which sound event occurs first?,Car horn,"Door, wood creaks",Crow,rooster,order_audio_perturbations_only/80_volume_4.wav
83_silence_0,83,Which sound event occurs second?,Crying baby,"Door, wood creaks",Helicopter,engine,order_audio_perturbations_only/83_silence_0.wav
83_silence_1,83,Which sound event occurs second?,Crying baby,"Door, wood creaks",Helicopter,engine,order_audio_perturbations_only/83_silence_1.wav
83_silence_2,83,Which sound event occurs second?,Crying baby,"Door, wood creaks",Helicopter,engine,order_audio_perturbations_only/83_silence_2.wav
83_silence_3,83,Which sound event occurs second?,Crying baby,"Door, wood creaks",Helicopter,engine,order_audio_perturbations_only/83_silence_3.wav
83_silence_4,83,Which sound event occurs second?,Crying baby,"Door, wood creaks",Helicopter,engine,order_audio_perturbations_only/83_silence_4.wav
83_volume_0,83,Which sound event occurs second?,Crying baby,"Door, wood creaks",Helicopter,engine,order_audio_perturbations_only/83_volume_0.wav
83_volume_1,83,Which sound event occurs second?,Crying baby,"Door, wood creaks",Helicopter,engine,order_audio_perturbations_only/83_volume_1.wav
83_volume_2,83,Which sound event occurs second?,Crying baby,"Door, wood creaks",Helicopter,engine,order_audio_perturbations_only/83_volume_2.wav
83_volume_3,83,Which sound event occurs second?,Crying baby,"Door, wood creaks",Helicopter,engine,order_audio_perturbations_only/83_volume_3.wav
83_volume_4,83,Which sound event occurs second?,Crying baby,"Door, wood creaks",Helicopter,engine,order_audio_perturbations_only/83_volume_4.wav
87_silence_0,87,Which sound event occurs second?,Hen,Car horn,Crying baby,door_wood_knock,order_audio_perturbations_only/87_silence_0.wav
87_silence_1,87,Which sound event occurs second?,Hen,Car horn,Crying baby,door_wood_knock,order_audio_perturbations_only/87_silence_1.wav
87_silence_2,87,Which sound event occurs second?,Hen,Car horn,Crying baby,door_wood_knock,order_audio_perturbations_only/87_silence_2.wav
87_silence_3,87,Which sound event occurs second?,Hen,Car horn,Crying baby,door_wood_knock,order_audio_perturbations_only/87_silence_3.wav
87_silence_4,87,Which sound event occurs second?,Hen,Car horn,Crying baby,door_wood_knock,order_audio_perturbations_only/87_silence_4.wav
87_volume_0,87,Which sound event occurs second?,Hen,Car horn,Crying baby,door_wood_knock,order_audio_perturbations_only/87_volume_0.wav
87_volume_1,87,Which sound event occurs second?,Hen,Car horn,Crying baby,door_wood_knock,order_audio_perturbations_only/87_volume_1.wav
87_volume_2,87,Which sound event occurs second?,Hen,Car horn,Crying baby,door_wood_knock,order_audio_perturbations_only/87_volume_2.wav
87_volume_3,87,Which sound event occurs second?,Hen,Car horn,Crying baby,door_wood_knock,order_audio_perturbations_only/87_volume_3.wav
87_volume_4,87,Which sound event occurs second?,Hen,Car horn,Crying baby,door_wood_knock,order_audio_perturbations_only/87_volume_4.wav
88_silence_0,88,Which sound event occurs second?,pouring_water,Siren,Crying baby,Clock alarm,order_audio_perturbations_only/88_silence_0.wav
88_silence_1,88,Which sound event occurs second?,pouring_water,Siren,Crying baby,Clock alarm,order_audio_perturbations_only/88_silence_1.wav
88_silence_2,88,Which sound event occurs second?,pouring_water,Siren,Crying baby,Clock alarm,order_audio_perturbations_only/88_silence_2.wav
88_silence_3,88,Which sound event occurs second?,pouring_water,Siren,Crying baby,Clock alarm,order_audio_perturbations_only/88_silence_3.wav
88_silence_4,88,Which sound event occurs second?,pouring_water,Siren,Crying baby,Clock alarm,order_audio_perturbations_only/88_silence_4.wav
88_volume_0,88,Which sound event occurs second?,pouring_water,Siren,Crying baby,Clock alarm,order_audio_perturbations_only/88_volume_0.wav
88_volume_1,88,Which sound event occurs second?,pouring_water,Siren,Crying baby,Clock alarm,order_audio_perturbations_only/88_volume_1.wav
88_volume_2,88,Which sound event occurs second?,pouring_water,Siren,Crying baby,Clock alarm,order_audio_perturbations_only/88_volume_2.wav
88_volume_3,88,Which sound event occurs second?,pouring_water,Siren,Crying baby,Clock alarm,order_audio_perturbations_only/88_volume_3.wav
88_volume_4,88,Which sound event occurs second?,pouring_water,Siren,Crying baby,Clock alarm,order_audio_perturbations_only/88_volume_4.wav
89_silence_0,89,Which sound event occurs after snoring sound?,frog,Thunderstorm,Breathing,Siren,order_audio_perturbations_only/89_silence_0.wav
89_silence_1,89,Which sound event occurs after snoring sound?,frog,Thunderstorm,Breathing,Siren,order_audio_perturbations_only/89_silence_1.wav
89_silence_2,89,Which sound event occurs after snoring sound?,frog,Thunderstorm,Breathing,Siren,order_audio_perturbations_only/89_silence_2.wav
89_silence_3,89,Which sound event occurs after snoring sound?,frog,Thunderstorm,Breathing,Siren,order_audio_perturbations_only/89_silence_3.wav
89_silence_4,89,Which sound event occurs after snoring sound?,frog,Thunderstorm,Breathing,Siren,order_audio_perturbations_only/89_silence_4.wav
89_volume_0,89,Which sound event occurs after snoring sound?,frog,Thunderstorm,Breathing,Siren,order_audio_perturbations_only/89_volume_0.wav
89_volume_1,89,Which sound event occurs after snoring sound?,frog,Thunderstorm,Breathing,Siren,order_audio_perturbations_only/89_volume_1.wav
89_volume_2,89,Which sound event occurs after snoring sound?,frog,Thunderstorm,Breathing,Siren,order_audio_perturbations_only/89_volume_2.wav
89_volume_3,89,Which sound event occurs after snoring sound?,frog,Thunderstorm,Breathing,Siren,order_audio_perturbations_only/89_volume_3.wav
89_volume_4,89,Which sound event occurs after snoring sound?,frog,Thunderstorm,Breathing,Siren,order_audio_perturbations_only/89_volume_4.wav
90_silence_0,90,Which sound event occurs third?,sheep,Siren,Door knock,Chainsaw,order_audio_perturbations_only/90_silence_0.wav
90_silence_1,90,Which sound event occurs third?,sheep,Siren,Door knock,Chainsaw,order_audio_perturbations_only/90_silence_1.wav
90_silence_2,90,Which sound event occurs third?,sheep,Siren,Door knock,Chainsaw,order_audio_perturbations_only/90_silence_2.wav
90_silence_3,90,Which sound event occurs third?,sheep,Siren,Door knock,Chainsaw,order_audio_perturbations_only/90_silence_3.wav
90_silence_4,90,Which sound event occurs third?,sheep,Siren,Door knock,Chainsaw,order_audio_perturbations_only/90_silence_4.wav
90_volume_0,90,Which sound event occurs third?,sheep,Siren,Door knock,Chainsaw,order_audio_perturbations_only/90_volume_0.wav
90_volume_1,90,Which sound event occurs third?,sheep,Siren,Door knock,Chainsaw,order_audio_perturbations_only/90_volume_1.wav
90_volume_2,90,Which sound event occurs third?,sheep,Siren,Door knock,Chainsaw,order_audio_perturbations_only/90_volume_2.wav
90_volume_3,90,Which sound event occurs third?,sheep,Siren,Door knock,Chainsaw,order_audio_perturbations_only/90_volume_3.wav
90_volume_4,90,Which sound event occurs third?,sheep,Siren,Door knock,Chainsaw,order_audio_perturbations_only/90_volume_4.wav
91_silence_0,91,Which sound event occurs second?,Thunderstorm,Fireworks,train,Church bells,order_audio_perturbations_only/91_silence_0.wav
91_silence_1,91,Which sound event occurs second?,Thunderstorm,Fireworks,train,Church bells,order_audio_perturbations_only/91_silence_1.wav
91_silence_2,91,Which sound event occurs second?,Thunderstorm,Fireworks,train,Church bells,order_audio_perturbations_only/91_silence_2.wav
91_silence_3,91,Which sound event occurs second?,Thunderstorm,Fireworks,train,Church bells,order_audio_perturbations_only/91_silence_3.wav
91_silence_4,91,Which sound event occurs second?,Thunderstorm,Fireworks,train,Church bells,order_audio_perturbations_only/91_silence_4.wav
91_volume_0,91,Which sound event occurs second?,Thunderstorm,Fireworks,train,Church bells,order_audio_perturbations_only/91_volume_0.wav
91_volume_1,91,Which sound event occurs second?,Thunderstorm,Fireworks,train,Church bells,order_audio_perturbations_only/91_volume_1.wav
91_volume_2,91,Which sound event occurs second?,Thunderstorm,Fireworks,train,Church bells,order_audio_perturbations_only/91_volume_2.wav
91_volume_3,91,Which sound event occurs second?,Thunderstorm,Fireworks,train,Church bells,order_audio_perturbations_only/91_volume_3.wav
