id,audio_path,question,optionA,optionB,optionC,optionD,correct,ordering_method,audioabsent_optionspresent_num,source_wavs,cat_mapping,orig_idx,idx
68,audios/68.wav,Which of the listed sounds lasts the longest?,crickets,rain,brushing_teeth,siren,A,consec,3,"['/home/data/ESC-50/ESC-50-master/audio/2-52789-A-4.wav', '/home/data/ESC-50/ESC-50-master/audio/5-212736-A-17.wav', '/home/data/ESC-50/ESC-50-master/audio/1-57316-A-13.wav', '/home/data/ESC-50/ESC-50-master/audio/1-57316-A-13.wav', '/home/data/ESC-50/ESC-50-master/audio/1-57316-A-13.wav']","{'frog': '/home/data/ESC-50/ESC-50-master/audio/2-52789-A-4.wav', 'pouring_water': '/home/data/ESC-50/ESC-50-master/audio/5-212736-A-17.wav', 'crickets': '/home/data/ESC-50/ESC-50-master/audio/1-57316-A-13.wav'}",68,68_rephrased1
68,audios/68.wav,What sound is prolonged for the greatest duration?,crickets,rain,brushing_teeth,siren,A,consec,3,"['/home/data/ESC-50/ESC-50-master/audio/2-52789-A-4.wav', '/home/data/ESC-50/ESC-50-master/audio/5-212736-A-17.wav', '/home/data/ESC-50/ESC-50-master/audio/1-57316-A-13.wav', '/home/data/ESC-50/ESC-50-master/audio/1-57316-A-13.wav', '/home/data/ESC-50/ESC-50-master/audio/1-57316-A-13.wav']","{'frog': '/home/data/ESC-50/ESC-50-master/audio/2-52789-A-4.wav', 'pouring_water': '/home/data/ESC-50/ESC-50-master/audio/5-212736-A-17.wav', 'crickets': '/home/data/ESC-50/ESC-50-master/audio/1-57316-A-13.wav'}",68,68_rephrased2
68,audios/68.wav,Which sound among the options has the longest duration?,crickets,rain,brushing_teeth,siren,A,consec,3,"['/home/data/ESC-50/ESC-50-master/audio/2-52789-A-4.wav', '/home/data/ESC-50/ESC-50-master/audio/5-212736-A-17.wav', '/home/data/ESC-50/ESC-50-master/audio/1-57316-A-13.wav', '/home/data/ESC-50/ESC-50-master/audio/1-57316-A-13.wav', '/home/data/ESC-50/ESC-50-master/audio/1-57316-A-13.wav']","{'frog': '/home/data/ESC-50/ESC-50-master/audio/2-52789-A-4.wav', 'pouring_water': '/home/data/ESC-50/ESC-50-master/audio/5-212736-A-17.wav', 'crickets': '/home/data/ESC-50/ESC-50-master/audio/1-57316-A-13.wav'}",68,68_rephrased3
68,audios/68.wav,Which of these sounds is sustained for the greatest amount of time?,crickets,rain,brushing_teeth,siren,A,consec,3,"['/home/data/ESC-50/ESC-50-master/audio/2-52789-A-4.wav', '/home/data/ESC-50/ESC-50-master/audio/5-212736-A-17.wav', '/home/data/ESC-50/ESC-50-master/audio/1-57316-A-13.wav', '/home/data/ESC-50/ESC-50-master/audio/1-57316-A-13.wav', '/home/data/ESC-50/ESC-50-master/audio/1-57316-A-13.wav']","{'frog': '/home/data/ESC-50/ESC-50-master/audio/2-52789-A-4.wav', 'pouring_water': '/home/data/ESC-50/ESC-50-master/audio/5-212736-A-17.wav', 'crickets': '/home/data/ESC-50/ESC-50-master/audio/1-57316-A-13.wav'}",68,68_rephrased4
68,audios/68.wav,What sound lasts the longest among the given options?,crickets,rain,brushing_teeth,siren,A,consec,3,"['/home/data/ESC-50/ESC-50-master/audio/2-52789-A-4.wav', '/home/data/ESC-50/ESC-50-master/audio/5-212736-A-17.wav', '/home/data/ESC-50/ESC-50-master/audio/1-57316-A-13.wav', '/home/data/ESC-50/ESC-50-master/audio/1-57316-A-13.wav', '/home/data/ESC-50/ESC-50-master/audio/1-57316-A-13.wav']","{'frog': '/home/data/ESC-50/ESC-50-master/audio/2-52789-A-4.wav', 'pouring_water': '/home/data/ESC-50/ESC-50-master/audio/5-212736-A-17.wav', 'crickets': '/home/data/ESC-50/ESC-50-master/audio/1-57316-A-13.wav'}",68,68_rephrased5
68,audios/68.wav,Which sound is heard for the greatest duration among the listed choices?,crickets,rain,brushing_teeth,siren,A,consec,3,"['/home/data/ESC-50/ESC-50-master/audio/2-52789-A-4.wav', '/home/data/ESC-50/ESC-50-master/audio/5-212736-A-17.wav', '/home/data/ESC-50/ESC-50-master/audio/1-57316-A-13.wav', '/home/data/ESC-50/ESC-50-master/audio/1-57316-A-13.wav', '/home/data/ESC-50/ESC-50-master/audio/1-57316-A-13.wav']","{'frog': '/home/data/ESC-50/ESC-50-master/audio/2-52789-A-4.wav', 'pouring_water': '/home/data/ESC-50/ESC-50-master/audio/5-212736-A-17.wav', 'crickets': '/home/data/ESC-50/ESC-50-master/audio/1-57316-A-13.wav'}",68,68_rephrased6
68,audios/68.wav,What sound has the longest length of time among the options provided?,crickets,rain,brushing_teeth,siren,A,consec,3,"['/home/data/ESC-50/ESC-50-master/audio/2-52789-A-4.wav', '/home/data/ESC-50/ESC-50-master/audio/5-212736-A-17.wav', '/home/data/ESC-50/ESC-50-master/audio/1-57316-A-13.wav', '/home/data/ESC-50/ESC-50-master/audio/1-57316-A-13.wav', '/home/data/ESC-50/ESC-50-master/audio/1-57316-A-13.wav']","{'frog': '/home/data/ESC-50/ESC-50-master/audio/2-52789-A-4.wav', 'pouring_water': '/home/data/ESC-50/ESC-50-master/audio/5-212736-A-17.wav', 'crickets': '/home/data/ESC-50/ESC-50-master/audio/1-57316-A-13.wav'}",68,68_rephrased7
68,audios/68.wav,"Among the given sounds, which one is sustained for the longest period of time?",crickets,rain,brushing_teeth,siren,A,consec,3,"['/home/data/ESC-50/ESC-50-master/audio/2-52789-A-4.wav', '/home/data/ESC-50/ESC-50-master/audio/5-212736-A-17.wav', '/home/data/ESC-50/ESC-50-master/audio/1-57316-A-13.wav', '/home/data/ESC-50/ESC-50-master/audio/1-57316-A-13.wav', '/home/data/ESC-50/ESC-50-master/audio/1-57316-A-13.wav']","{'frog': '/home/data/ESC-50/ESC-50-master/audio/2-52789-A-4.wav', 'pouring_water': '/home/data/ESC-50/ESC-50-master/audio/5-212736-A-17.wav', 'crickets': '/home/data/ESC-50/ESC-50-master/audio/1-57316-A-13.wav'}",68,68_rephrased8
68,audios/68.wav,Which sound is prolonged for the greatest amount of time among the options?,crickets,rain,brushing_teeth,siren,A,consec,3,"['/home/data/ESC-50/ESC-50-master/audio/2-52789-A-4.wav', '/home/data/ESC-50/ESC-50-master/audio/5-212736-A-17.wav', '/home/data/ESC-50/ESC-50-master/audio/1-57316-A-13.wav', '/home/data/ESC-50/ESC-50-master/audio/1-57316-A-13.wav', '/home/data/ESC-50/ESC-50-master/audio/1-57316-A-13.wav']","{'frog': '/home/data/ESC-50/ESC-50-master/audio/2-52789-A-4.wav', 'pouring_water': '/home/data/ESC-50/ESC-50-master/audio/5-212736-A-17.wav', 'crickets': '/home/data/ESC-50/ESC-50-master/audio/1-57316-A-13.wav'}",68,68_rephrased9
69,audios/69.wav,Which sound has the longest length of time it is audible?,clock_alarm,wind,drinking_sipping,glass_breaking,B,random,1,"['/home/data/ESC-50/ESC-50-master/audio/3-117504-B-16.wav', '/home/data/ESC-50/ESC-50-master/audio/3-120526-B-37.wav', '/home/data/ESC-50/ESC-50-master/audio/3-117504-B-16.wav', '/home/data/ESC-50/ESC-50-master/audio/2-121978-A-29.wav', '/home/data/ESC-50/ESC-50-master/audio/3-117504-B-16.wav']","{'wind': '/home/data/ESC-50/ESC-50-master/audio/3-117504-B-16.wav', 'drinking_sipping': '/home/data/ESC-50/ESC-50-master/audio/2-121978-A-29.wav', 'clock_alarm': '/home/data/ESC-50/ESC-50-master/audio/3-120526-B-37.wav'}",69,69_rephrased1
69,audios/69.wav,What sound lasts the longest?,clock_alarm,wind,drinking_sipping,glass_breaking,B,random,1,"['/home/data/ESC-50/ESC-50-master/audio/3-117504-B-16.wav', '/home/data/ESC-50/ESC-50-master/audio/3-120526-B-37.wav', '/home/data/ESC-50/ESC-50-master/audio/3-117504-B-16.wav', '/home/data/ESC-50/ESC-50-master/audio/2-121978-A-29.wav', '/home/data/ESC-50/ESC-50-master/audio/3-117504-B-16.wav']","{'wind': '/home/data/ESC-50/ESC-50-master/audio/3-117504-B-16.wav', 'drinking_sipping': '/home/data/ESC-50/ESC-50-master/audio/2-121978-A-29.wav', 'clock_alarm': '/home/data/ESC-50/ESC-50-master/audio/3-120526-B-37.wav'}",69,69_rephrased2
69,audios/69.wav,Which sound continues for the longest period of time?,clock_alarm,wind,drinking_sipping,glass_breaking,B,random,1,"['/home/data/ESC-50/ESC-50-master/audio/3-117504-B-16.wav', '/home/data/ESC-50/ESC-50-master/audio/3-120526-B-37.wav', '/home/data/ESC-50/ESC-50-master/audio/3-117504-B-16.wav', '/home/data/ESC-50/ESC-50-master/audio/2-121978-A-29.wav', '/home/data/ESC-50/ESC-50-master/audio/3-117504-B-16.wav']","{'wind': '/home/data/ESC-50/ESC-50-master/audio/3-117504-B-16.wav', 'drinking_sipping': '/home/data/ESC-50/ESC-50-master/audio/2-121978-A-29.wav', 'clock_alarm': '/home/data/ESC-50/ESC-50-master/audio/3-120526-B-37.wav'}",69,69_rephrased3
69,audios/69.wav,Which sound has the longest time span?,clock_alarm,wind,drinking_sipping,glass_breaking,B,random,1,"['/home/data/ESC-50/ESC-50-master/audio/3-117504-B-16.wav', '/home/data/ESC-50/ESC-50-master/audio/3-120526-B-37.wav', '/home/data/ESC-50/ESC-50-master/audio/3-117504-B-16.wav', '/home/data/ESC-50/ESC-50-master/audio/2-121978-A-29.wav', '/home/data/ESC-50/ESC-50-master/audio/3-117504-B-16.wav']","{'wind': '/home/data/ESC-50/ESC-50-master/audio/3-117504-B-16.wav', 'drinking_sipping': '/home/data/ESC-50/ESC-50-master/audio/2-121978-A-29.wav', 'clock_alarm': '/home/data/ESC-50/ESC-50-master/audio/3-120526-B-37.wav'}",69,69_rephrased4
69,audios/69.wav,Which sound persists for the longest duration?,clock_alarm,wind,drinking_sipping,glass_breaking,B,random,1,"['/home/data/ESC-50/ESC-50-master/audio/3-117504-B-16.wav', '/home/data/ESC-50/ESC-50-master/audio/3-120526-B-37.wav', '/home/data/ESC-50/ESC-50-master/audio/3-117504-B-16.wav', '/home/data/ESC-50/ESC-50-master/audio/2-121978-A-29.wav', '/home/data/ESC-50/ESC-50-master/audio/3-117504-B-16.wav']","{'wind': '/home/data/ESC-50/ESC-50-master/audio/3-117504-B-16.wav', 'drinking_sipping': '/home/data/ESC-50/ESC-50-master/audio/2-121978-A-29.wav', 'clock_alarm': '/home/data/ESC-50/ESC-50-master/audio/3-120526-B-37.wav'}",69,69_rephrased5
69,audios/69.wav,What sound has the longest length?,clock_alarm,wind,drinking_sipping,glass_breaking,B,random,1,"['/home/data/ESC-50/ESC-50-master/audio/3-117504-B-16.wav', '/home/data/ESC-50/ESC-50-master/audio/3-120526-B-37.wav', '/home/data/ESC-50/ESC-50-master/audio/3-117504-B-16.wav', '/home/data/ESC-50/ESC-50-master/audio/2-121978-A-29.wav', '/home/data/ESC-50/ESC-50-master/audio/3-117504-B-16.wav']","{'wind': '/home/data/ESC-50/ESC-50-master/audio/3-117504-B-16.wav', 'drinking_sipping': '/home/data/ESC-50/ESC-50-master/audio/2-121978-A-29.wav', 'clock_alarm': '/home/data/ESC-50/ESC-50-master/audio/3-120526-B-37.wav'}",69,69_rephrased6
69,audios/69.wav,Which sound lasts the longest duration?,clock_alarm,wind,drinking_sipping,glass_breaking,B,random,1,"['/home/data/ESC-50/ESC-50-master/audio/3-117504-B-16.wav', '/home/data/ESC-50/ESC-50-master/audio/3-120526-B-37.wav', '/home/data/ESC-50/ESC-50-master/audio/3-117504-B-16.wav', '/home/data/ESC-50/ESC-50-master/audio/2-121978-A-29.wav', '/home/data/ESC-50/ESC-50-master/audio/3-117504-B-16.wav']","{'wind': '/home/data/ESC-50/ESC-50-master/audio/3-117504-B-16.wav', 'drinking_sipping': '/home/data/ESC-50/ESC-50-master/audio/2-121978-A-29.wav', 'clock_alarm': '/home/data/ESC-50/ESC-50-master/audio/3-120526-B-37.wav'}",69,69_rephrased7
69,audios/69.wav,Which sound has the longest period of time it can be heard?,clock_alarm,wind,drinking_sipping,glass_breaking,B,random,1,"['/home/data/ESC-50/ESC-50-master/audio/3-117504-B-16.wav', '/home/data/ESC-50/ESC-50-master/audio/3-120526-B-37.wav', '/home/data/ESC-50/ESC-50-master/audio/3-117504-B-16.wav', '/home/data/ESC-50/ESC-50-master/audio/2-121978-A-29.wav', '/home/data/ESC-50/ESC-50-master/audio/3-117504-B-16.wav']","{'wind': '/home/data/ESC-50/ESC-50-master/audio/3-117504-B-16.wav', 'drinking_sipping': '/home/data/ESC-50/ESC-50-master/audio/2-121978-A-29.wav', 'clock_alarm': '/home/data/ESC-50/ESC-50-master/audio/3-120526-B-37.wav'}",69,69_rephrased8
69,audios/69.wav,What sound is audible for the longest amount of time?,clock_alarm,wind,drinking_sipping,glass_breaking,B,random,1,"['/home/data/ESC-50/ESC-50-master/audio/3-117504-B-16.wav', '/home/data/ESC-50/ESC-50-master/audio/3-120526-B-37.wav', '/home/data/ESC-50/ESC-50-master/audio/3-117504-B-16.wav', '/home/data/ESC-50/ESC-50-master/audio/2-121978-A-29.wav', '/home/data/ESC-50/ESC-50-master/audio/3-117504-B-16.wav']","{'wind': '/home/data/ESC-50/ESC-50-master/audio/3-117504-B-16.wav', 'drinking_sipping': '/home/data/ESC-50/ESC-50-master/audio/2-121978-A-29.wav', 'clock_alarm': '/home/data/ESC-50/ESC-50-master/audio/3-120526-B-37.wav'}",69,69_rephrased9
69,audios/69.wav,Which sound continues for the longest amount of time it can be heard?,clock_alarm,wind,drinking_sipping,glass_breaking,B,random,1,"['/home/data/ESC-50/ESC-50-master/audio/3-117504-B-16.wav', '/home/data/ESC-50/ESC-50-master/audio/3-120526-B-37.wav', '/home/data/ESC-50/ESC-50-master/audio/3-117504-B-16.wav', '/home/data/ESC-50/ESC-50-master/audio/2-121978-A-29.wav', '/home/data/ESC-50/ESC-50-master/audio/3-117504-B-16.wav']","{'wind': '/home/data/ESC-50/ESC-50-master/audio/3-117504-B-16.wav', 'drinking_sipping': '/home/data/ESC-50/ESC-50-master/audio/2-121978-A-29.wav', 'clock_alarm': '/home/data/ESC-50/ESC-50-master/audio/3-120526-B-37.wav'}",69,69_rephrased10
70,audios/70.wav,Which sound among the given options lasts for the longest duration?,pouring_water,fireworks,door_wood_creaks,coughing,A,random,1,"['/home/data/ESC-50/ESC-50-master/audio/4-155650-A-24.wav', '/home/data/ESC-50/ESC-50-master/audio/4-168868-A-17.wav', '/home/data/ESC-50/ESC-50-master/audio/4-108352-A-33.wav', '/home/data/ESC-50/ESC-50-master/audio/4-168868-A-17.wav']","{'pouring_water': '/home/data/ESC-50/ESC-50-master/audio/4-168868-A-17.wav', 'coughing': '/home/data/ESC-50/ESC-50-master/audio/4-155650-A-24.wav', 'door_wood_creaks': '/home/data/ESC-50/ESC-50-master/audio/4-108352-A-33.wav'}",70,70_rephrased1
70,audios/70.wav,What sound among these options continues for the greatest length of time?,pouring_water,fireworks,door_wood_creaks,coughing,A,random,1,"['/home/data/ESC-50/ESC-50-master/audio/4-155650-A-24.wav', '/home/data/ESC-50/ESC-50-master/audio/4-168868-A-17.wav', '/home/data/ESC-50/ESC-50-master/audio/4-108352-A-33.wav', '/home/data/ESC-50/ESC-50-master/audio/4-168868-A-17.wav']","{'pouring_water': '/home/data/ESC-50/ESC-50-master/audio/4-168868-A-17.wav', 'coughing': '/home/data/ESC-50/ESC-50-master/audio/4-155650-A-24.wav', 'door_wood_creaks': '/home/data/ESC-50/ESC-50-master/audio/4-108352-A-33.wav'}",70,70_rephrased2
70,audios/70.wav,"Among the sounds listed, which one is audible for the longest period?",pouring_water,fireworks,door_wood_creaks,coughing,A,random,1,"['/home/data/ESC-50/ESC-50-master/audio/4-155650-A-24.wav', '/home/data/ESC-50/ESC-50-master/audio/4-168868-A-17.wav', '/home/data/ESC-50/ESC-50-master/audio/4-108352-A-33.wav', '/home/data/ESC-50/ESC-50-master/audio/4-168868-A-17.wav']","{'pouring_water': '/home/data/ESC-50/ESC-50-master/audio/4-168868-A-17.wav', 'coughing': '/home/data/ESC-50/ESC-50-master/audio/4-155650-A-24.wav', 'door_wood_creaks': '/home/data/ESC-50/ESC-50-master/audio/4-108352-A-33.wav'}",70,70_rephrased3
70,audios/70.wav,What sound persists for the longest duration among the ones provided?,pouring_water,fireworks,door_wood_creaks,coughing,A,random,1,"['/home/data/ESC-50/ESC-50-master/audio/4-155650-A-24.wav', '/home/data/ESC-50/ESC-50-master/audio/4-168868-A-17.wav', '/home/data/ESC-50/ESC-50-master/audio/4-108352-A-33.wav', '/home/data/ESC-50/ESC-50-master/audio/4-168868-A-17.wav']","{'pouring_water': '/home/data/ESC-50/ESC-50-master/audio/4-168868-A-17.wav', 'coughing': '/home/data/ESC-50/ESC-50-master/audio/4-155650-A-24.wav', 'door_wood_creaks': '/home/data/ESC-50/ESC-50-master/audio/4-108352-A-33.wav'}",70,70_rephrased4
70,audios/70.wav,Which sound among these options is sustained for the greatest length of time?,pouring_water,fireworks,door_wood_creaks,coughing,A,random,1,"['/home/data/ESC-50/ESC-50-master/audio/4-155650-A-24.wav', '/home/data/ESC-50/ESC-50-master/audio/4-168868-A-17.wav', '/home/data/ESC-50/ESC-50-master/audio/4-108352-A-33.wav', '/home/data/ESC-50/ESC-50-master/audio/4-168868-A-17.wav']","{'pouring_water': '/home/data/ESC-50/ESC-50-master/audio/4-168868-A-17.wav', 'coughing': '/home/data/ESC-50/ESC-50-master/audio/4-155650-A-24.wav', 'door_wood_creaks': '/home/data/ESC-50/ESC-50-master/audio/4-108352-A-33.wav'}",70,70_rephrased5
70,audios/70.wav,Which sound lasts for the longest period among the ones mentioned?,pouring_water,fireworks,door_wood_creaks,coughing,A,random,1,"['/home/data/ESC-50/ESC-50-master/audio/4-155650-A-24.wav', '/home/data/ESC-50/ESC-50-master/audio/4-168868-A-17.wav', '/home/data/ESC-50/ESC-50-master/audio/4-108352-A-33.wav', '/home/data/ESC-50/ESC-50-master/audio/4-168868-A-17.wav']","{'pouring_water': '/home/data/ESC-50/ESC-50-master/audio/4-168868-A-17.wav', 'coughing': '/home/data/ESC-50/ESC-50-master/audio/4-155650-A-24.wav', 'door_wood_creaks': '/home/data/ESC-50/ESC-50-master/audio/4-108352-A-33.wav'}",70,70_rephrased6
70,audios/70.wav,"Among the sounds provided, which one is heard for the longest time?",pouring_water,fireworks,door_wood_creaks,coughing,A,random,1,"['/home/data/ESC-50/ESC-50-master/audio/4-155650-A-24.wav', '/home/data/ESC-50/ESC-50-master/audio/4-168868-A-17.wav', '/home/data/ESC-50/ESC-50-master/audio/4-108352-A-33.wav', '/home/data/ESC-50/ESC-50-master/audio/4-168868-A-17.wav']","{'pouring_water': '/home/data/ESC-50/ESC-50-master/audio/4-168868-A-17.wav', 'coughing': '/home/data/ESC-50/ESC-50-master/audio/4-155650-A-24.wav', 'door_wood_creaks': '/home/data/ESC-50/ESC-50-master/audio/4-108352-A-33.wav'}",70,70_rephrased7
70,audios/70.wav,What sound continues to be heard for the greatest length of time among the options?,pouring_water,fireworks,door_wood_creaks,coughing,A,random,1,"['/home/data/ESC-50/ESC-50-master/audio/4-155650-A-24.wav', '/home/data/ESC-50/ESC-50-master/audio/4-168868-A-17.wav', '/home/data/ESC-50/ESC-50-master/audio/4-108352-A-33.wav', '/home/data/ESC-50/ESC-50-master/audio/4-168868-A-17.wav']","{'pouring_water': '/home/data/ESC-50/ESC-50-master/audio/4-168868-A-17.wav', 'coughing': '/home/data/ESC-50/ESC-50-master/audio/4-155650-A-24.wav', 'door_wood_creaks': '/home/data/ESC-50/ESC-50-master/audio/4-108352-A-33.wav'}",70,70_rephrased8
