idx,orig_idx,question,optionA,optionB,optionC,optionD,new_audio_path
69_volume_1,69,Which of these sounds has the longest duration?,clock_alarm,wind,drinking_sipping,glass_breaking,duration_audio_perturbations_only/69_volume_1.wav
69_volume_2,69,Which of these sounds has the longest duration?,clock_alarm,wind,drinking_sipping,glass_breaking,duration_audio_perturbations_only/69_volume_2.wav
69_volume_3,69,Which of these sounds has the longest duration?,clock_alarm,wind,drinking_sipping,glass_breaking,duration_audio_perturbations_only/69_volume_3.wav
69_volume_4,69,Which of these sounds has the longest duration?,clock_alarm,wind,drinking_sipping,glass_breaking,duration_audio_perturbations_only/69_volume_4.wav
70_silence_0,70,Which sound among the following is heard for the greatest length of time?,pouring_water,fireworks,door_wood_creaks,coughing,duration_audio_perturbations_only/70_silence_0.wav
70_silence_1,70,Which sound among the following is heard for the greatest length of time?,pouring_water,fireworks,door_wood_creaks,coughing,duration_audio_perturbations_only/70_silence_1.wav
70_silence_2,70,Which sound among the following is heard for the greatest length of time?,pouring_water,fireworks,door_wood_creaks,coughing,duration_audio_perturbations_only/70_silence_2.wav
70_silence_3,70,Which sound among the following is heard for the greatest length of time?,pouring_water,fireworks,door_wood_creaks,coughing,duration_audio_perturbations_only/70_silence_3.wav
70_silence_4,70,Which sound among the following is heard for the greatest length of time?,pouring_water,fireworks,door_wood_creaks,coughing,duration_audio_perturbations_only/70_silence_4.wav
70_volume_0,70,Which sound among the following is heard for the greatest length of time?,pouring_water,fireworks,door_wood_creaks,coughing,duration_audio_perturbations_only/70_volume_0.wav
70_volume_1,70,Which sound among the following is heard for the greatest length of time?,pouring_water,fireworks,door_wood_creaks,coughing,duration_audio_perturbations_only/70_volume_1.wav
70_volume_2,70,Which sound among the following is heard for the greatest length of time?,pouring_water,fireworks,door_wood_creaks,coughing,duration_audio_perturbations_only/70_volume_2.wav
70_volume_3,70,Which sound among the following is heard for the greatest length of time?,pouring_water,fireworks,door_wood_creaks,coughing,duration_audio_perturbations_only/70_volume_3.wav
70_volume_4,70,Which sound among the following is heard for the greatest length of time?,pouring_water,fireworks,door_wood_creaks,coughing,duration_audio_perturbations_only/70_volume_4.wav
71_silence_0,71,Which of the given sounds is heard for the least amount of time?,clapping,chirping_birds,rain,insects,duration_audio_perturbations_only/71_silence_0.wav
71_silence_1,71,Which of the given sounds is heard for the least amount of time?,clapping,chirping_birds,rain,insects,duration_audio_perturbations_only/71_silence_1.wav
71_silence_2,71,Which of the given sounds is heard for the least amount of time?,clapping,chirping_birds,rain,insects,duration_audio_perturbations_only/71_silence_2.wav
71_silence_3,71,Which of the given sounds is heard for the least amount of time?,clapping,chirping_birds,rain,insects,duration_audio_perturbations_only/71_silence_3.wav
71_silence_4,71,Which of the given sounds is heard for the least amount of time?,clapping,chirping_birds,rain,insects,duration_audio_perturbations_only/71_silence_4.wav
71_volume_0,71,Which of the given sounds is heard for the least amount of time?,clapping,chirping_birds,rain,insects,duration_audio_perturbations_only/71_volume_0.wav
71_volume_1,71,Which of the given sounds is heard for the least amount of time?,clapping,chirping_birds,rain,insects,duration_audio_perturbations_only/71_volume_1.wav
71_volume_2,71,Which of the given sounds is heard for the least amount of time?,clapping,chirping_birds,rain,insects,duration_audio_perturbations_only/71_volume_2.wav
71_volume_3,71,Which of the given sounds is heard for the least amount of time?,clapping,chirping_birds,rain,insects,duration_audio_perturbations_only/71_volume_3.wav
71_volume_4,71,Which of the given sounds is heard for the least amount of time?,clapping,chirping_birds,rain,insects,duration_audio_perturbations_only/71_volume_4.wav
72_silence_0,72,Which of the following sounds lasts for the shortest time?,sneezing,wind,engine,pouring_water,duration_audio_perturbations_only/72_silence_0.wav
72_silence_1,72,Which of the following sounds lasts for the shortest time?,sneezing,wind,engine,pouring_water,duration_audio_perturbations_only/72_silence_1.wav
72_silence_2,72,Which of the following sounds lasts for the shortest time?,sneezing,wind,engine,pouring_water,duration_audio_perturbations_only/72_silence_2.wav
72_silence_3,72,Which of the following sounds lasts for the shortest time?,sneezing,wind,engine,pouring_water,duration_audio_perturbations_only/72_silence_3.wav
72_silence_4,72,Which of the following sounds lasts for the shortest time?,sneezing,wind,engine,pouring_water,duration_audio_perturbations_only/72_silence_4.wav
72_volume_0,72,Which of the following sounds lasts for the shortest time?,sneezing,wind,engine,pouring_water,duration_audio_perturbations_only/72_volume_0.wav
72_volume_1,72,Which of the following sounds lasts for the shortest time?,sneezing,wind,engine,pouring_water,duration_audio_perturbations_only/72_volume_1.wav
72_volume_2,72,Which of the following sounds lasts for the shortest time?,sneezing,wind,engine,pouring_water,duration_audio_perturbations_only/72_volume_2.wav
72_volume_3,72,Which of the following sounds lasts for the shortest time?,sneezing,wind,engine,pouring_water,duration_audio_perturbations_only/72_volume_3.wav
72_volume_4,72,Which of the following sounds lasts for the shortest time?,sneezing,wind,engine,pouring_water,duration_audio_perturbations_only/72_volume_4.wav
73_silence_0,73,Which of the given sounds is heard for the least amount of time?,airplane,crying_baby,pig,dog,duration_audio_perturbations_only/73_silence_0.wav
73_silence_1,73,Which of the given sounds is heard for the least amount of time?,airplane,crying_baby,pig,dog,duration_audio_perturbations_only/73_silence_1.wav
73_silence_2,73,Which of the given sounds is heard for the least amount of time?,airplane,crying_baby,pig,dog,duration_audio_perturbations_only/73_silence_2.wav
73_silence_3,73,Which of the given sounds is heard for the least amount of time?,airplane,crying_baby,pig,dog,duration_audio_perturbations_only/73_silence_3.wav
73_silence_4,73,Which of the given sounds is heard for the least amount of time?,airplane,crying_baby,pig,dog,duration_audio_perturbations_only/73_silence_4.wav
73_volume_0,73,Which of the given sounds is heard for the least amount of time?,airplane,crying_baby,pig,dog,duration_audio_perturbations_only/73_volume_0.wav
73_volume_1,73,Which of the given sounds is heard for the least amount of time?,airplane,crying_baby,pig,dog,duration_audio_perturbations_only/73_volume_1.wav
73_volume_2,73,Which of the given sounds is heard for the least amount of time?,airplane,crying_baby,pig,dog,duration_audio_perturbations_only/73_volume_2.wav
73_volume_3,73,Which of the given sounds is heard for the least amount of time?,airplane,crying_baby,pig,dog,duration_audio_perturbations_only/73_volume_3.wav
73_volume_4,73,Which of the given sounds is heard for the least amount of time?,airplane,crying_baby,pig,dog,duration_audio_perturbations_only/73_volume_4.wav
74_silence_0,74,Which sound among the following is heard for the greatest length of time?,door_wood_creaks,helicopter,coughing,toilet_flush,duration_audio_perturbations_only/74_silence_0.wav
74_silence_1,74,Which sound among the following is heard for the greatest length of time?,door_wood_creaks,helicopter,coughing,toilet_flush,duration_audio_perturbations_only/74_silence_1.wav
74_silence_2,74,Which sound among the following is heard for the greatest length of time?,door_wood_creaks,helicopter,coughing,toilet_flush,duration_audio_perturbations_only/74_silence_2.wav
74_silence_3,74,Which sound among the following is heard for the greatest length of time?,door_wood_creaks,helicopter,coughing,toilet_flush,duration_audio_perturbations_only/74_silence_3.wav
74_silence_4,74,Which sound among the following is heard for the greatest length of time?,door_wood_creaks,helicopter,coughing,toilet_flush,duration_audio_perturbations_only/74_silence_4.wav
74_volume_0,74,Which sound among the following is heard for the greatest length of time?,door_wood_creaks,helicopter,coughing,toilet_flush,duration_audio_perturbations_only/74_volume_0.wav
74_volume_1,74,Which sound among the following is heard for the greatest length of time?,door_wood_creaks,helicopter,coughing,toilet_flush,duration_audio_perturbations_only/74_volume_1.wav
74_volume_2,74,Which sound among the following is heard for the greatest length of time?,door_wood_creaks,helicopter,coughing,toilet_flush,duration_audio_perturbations_only/74_volume_2.wav
74_volume_3,74,Which sound among the following is heard for the greatest length of time?,door_wood_creaks,helicopter,coughing,toilet_flush,duration_audio_perturbations_only/74_volume_3.wav
74_volume_4,74,Which sound among the following is heard for the greatest length of time?,door_wood_creaks,helicopter,coughing,toilet_flush,duration_audio_perturbations_only/74_volume_4.wav
75_silence_0,75,Which of these sounds has the longest duration?,sheep,cow,pouring_water,washing_machine,duration_audio_perturbations_only/75_silence_0.wav
75_silence_1,75,Which of these sounds has the longest duration?,sheep,cow,pouring_water,washing_machine,duration_audio_perturbations_only/75_silence_1.wav
75_silence_2,75,Which of these sounds has the longest duration?,sheep,cow,pouring_water,washing_machine,duration_audio_perturbations_only/75_silence_2.wav
75_silence_3,75,Which of these sounds has the longest duration?,sheep,cow,pouring_water,washing_machine,duration_audio_perturbations_only/75_silence_3.wav
75_silence_4,75,Which of these sounds has the longest duration?,sheep,cow,pouring_water,washing_machine,duration_audio_perturbations_only/75_silence_4.wav
75_volume_0,75,Which of these sounds has the longest duration?,sheep,cow,pouring_water,washing_machine,duration_audio_perturbations_only/75_volume_0.wav
75_volume_1,75,Which of these sounds has the longest duration?,sheep,cow,pouring_water,washing_machine,duration_audio_perturbations_only/75_volume_1.wav
75_volume_2,75,Which of these sounds has the longest duration?,sheep,cow,pouring_water,washing_machine,duration_audio_perturbations_only/75_volume_2.wav
75_volume_3,75,Which of these sounds has the longest duration?,sheep,cow,pouring_water,washing_machine,duration_audio_perturbations_only/75_volume_3.wav
75_volume_4,75,Which of these sounds has the longest duration?,sheep,cow,pouring_water,washing_machine,duration_audio_perturbations_only/75_volume_4.wav
76_silence_0,76,Which sound among the following is heard for the longest time?,fireworks,drinking_sipping,vacuum_cleaner,engine,duration_audio_perturbations_only/76_silence_0.wav
76_silence_1,76,Which sound among the following is heard for the longest time?,fireworks,drinking_sipping,vacuum_cleaner,engine,duration_audio_perturbations_only/76_silence_1.wav
76_silence_2,76,Which sound among the following is heard for the longest time?,fireworks,drinking_sipping,vacuum_cleaner,engine,duration_audio_perturbations_only/76_silence_2.wav
76_silence_3,76,Which sound among the following is heard for the longest time?,fireworks,drinking_sipping,vacuum_cleaner,engine,duration_audio_perturbations_only/76_silence_3.wav
76_silence_4,76,Which sound among the following is heard for the longest time?,fireworks,drinking_sipping,vacuum_cleaner,engine,duration_audio_perturbations_only/76_silence_4.wav
76_volume_0,76,Which sound among the following is heard for the longest time?,fireworks,drinking_sipping,vacuum_cleaner,engine,duration_audio_perturbations_only/76_volume_0.wav
76_volume_1,76,Which sound among the following is heard for the longest time?,fireworks,drinking_sipping,vacuum_cleaner,engine,duration_audio_perturbations_only/76_volume_1.wav
76_volume_2,76,Which sound among the following is heard for the longest time?,fireworks,drinking_sipping,vacuum_cleaner,engine,duration_audio_perturbations_only/76_volume_2.wav
76_volume_3,76,Which sound among the following is heard for the longest time?,fireworks,drinking_sipping,vacuum_cleaner,engine,duration_audio_perturbations_only/76_volume_3.wav
76_volume_4,76,Which sound among the following is heard for the longest time?,fireworks,drinking_sipping,vacuum_cleaner,engine,duration_audio_perturbations_only/76_volume_4.wav
77_silence_0,77,Which of the given sounds is heard for the least amount of time?,sneezing,door_wood_knock,church_bells,hen,duration_audio_perturbations_only/77_silence_0.wav
77_silence_1,77,Which of the given sounds is heard for the least amount of time?,sneezing,door_wood_knock,church_bells,hen,duration_audio_perturbations_only/77_silence_1.wav
77_silence_2,77,Which of the given sounds is heard for the least amount of time?,sneezing,door_wood_knock,church_bells,hen,duration_audio_perturbations_only/77_silence_2.wav
77_silence_3,77,Which of the given sounds is heard for the least amount of time?,sneezing,door_wood_knock,church_bells,hen,duration_audio_perturbations_only/77_silence_3.wav
77_silence_4,77,Which of the given sounds is heard for the least amount of time?,sneezing,door_wood_knock,church_bells,hen,duration_audio_perturbations_only/77_silence_4.wav
77_volume_0,77,Which of the given sounds is heard for the least amount of time?,sneezing,door_wood_knock,church_bells,hen,duration_audio_perturbations_only/77_volume_0.wav
77_volume_1,77,Which of the given sounds is heard for the least amount of time?,sneezing,door_wood_knock,church_bells,hen,duration_audio_perturbations_only/77_volume_1.wav
77_volume_2,77,Which of the given sounds is heard for the least amount of time?,sneezing,door_wood_knock,church_bells,hen,duration_audio_perturbations_only/77_volume_2.wav
77_volume_3,77,Which of the given sounds is heard for the least amount of time?,sneezing,door_wood_knock,church_bells,hen,duration_audio_perturbations_only/77_volume_3.wav
77_volume_4,77,Which of the given sounds is heard for the least amount of time?,sneezing,door_wood_knock,church_bells,hen,duration_audio_perturbations_only/77_volume_4.wav
79_silence_0,79,Which of the following sounds lasts for the shortest time?,cow,thunderstorm,vacuum_cleaner,frog,duration_audio_perturbations_only/79_silence_0.wav
79_silence_1,79,Which of the following sounds lasts for the shortest time?,cow,thunderstorm,vacuum_cleaner,frog,duration_audio_perturbations_only/79_silence_1.wav
79_silence_2,79,Which of the following sounds lasts for the shortest time?,cow,thunderstorm,vacuum_cleaner,frog,duration_audio_perturbations_only/79_silence_2.wav
79_silence_3,79,Which of the following sounds lasts for the shortest time?,cow,thunderstorm,vacuum_cleaner,frog,duration_audio_perturbations_only/79_silence_3.wav
79_silence_4,79,Which of the following sounds lasts for the shortest time?,cow,thunderstorm,vacuum_cleaner,frog,duration_audio_perturbations_only/79_silence_4.wav
79_volume_0,79,Which of the following sounds lasts for the shortest time?,cow,thunderstorm,vacuum_cleaner,frog,duration_audio_perturbations_only/79_volume_0.wav
79_volume_1,79,Which of the following sounds lasts for the shortest time?,cow,thunderstorm,vacuum_cleaner,frog,duration_audio_perturbations_only/79_volume_1.wav
79_volume_2,79,Which of the following sounds lasts for the shortest time?,cow,thunderstorm,vacuum_cleaner,frog,duration_audio_perturbations_only/79_volume_2.wav
79_volume_3,79,Which of the following sounds lasts for the shortest time?,cow,thunderstorm,vacuum_cleaner,frog,duration_audio_perturbations_only/79_volume_3.wav
79_volume_4,79,Which of the following sounds lasts for the shortest time?,cow,thunderstorm,vacuum_cleaner,frog,duration_audio_perturbations_only/79_volume_4.wav
80_silence_0,80,Which of the following sounds lasts for the shortest time?,pouring_water,crying_baby,pig,airplane,duration_audio_perturbations_only/80_silence_0.wav
80_silence_1,80,Which of the following sounds lasts for the shortest time?,pouring_water,crying_baby,pig,airplane,duration_audio_perturbations_only/80_silence_1.wav
80_silence_2,80,Which of the following sounds lasts for the shortest time?,pouring_water,crying_baby,pig,airplane,duration_audio_perturbations_only/80_silence_2.wav
80_silence_3,80,Which of the following sounds lasts for the shortest time?,pouring_water,crying_baby,pig,airplane,duration_audio_perturbations_only/80_silence_3.wav
80_silence_4,80,Which of the following sounds lasts for the shortest time?,pouring_water,crying_baby,pig,airplane,duration_audio_perturbations_only/80_silence_4.wav
80_volume_0,80,Which of the following sounds lasts for the shortest time?,pouring_water,crying_baby,pig,airplane,duration_audio_perturbations_only/80_volume_0.wav
80_volume_1,80,Which of the following sounds lasts for the shortest time?,pouring_water,crying_baby,pig,airplane,duration_audio_perturbations_only/80_volume_1.wav
80_volume_2,80,Which of the following sounds lasts for the shortest time?,pouring_water,crying_baby,pig,airplane,duration_audio_perturbations_only/80_volume_2.wav
80_volume_3,80,Which of the following sounds lasts for the shortest time?,pouring_water,crying_baby,pig,airplane,duration_audio_perturbations_only/80_volume_3.wav
80_volume_4,80,Which of the following sounds lasts for the shortest time?,pouring_water,crying_baby,pig,airplane,duration_audio_perturbations_only/80_volume_4.wav
81_silence_0,81,Which of the following sounds lasts for the shortest time?,clock_tick,brushing_teeth,crying_baby,church_bells,duration_audio_perturbations_only/81_silence_0.wav
81_silence_1,81,Which of the following sounds lasts for the shortest time?,clock_tick,brushing_teeth,crying_baby,church_bells,duration_audio_perturbations_only/81_silence_1.wav
81_silence_2,81,Which of the following sounds lasts for the shortest time?,clock_tick,brushing_teeth,crying_baby,church_bells,duration_audio_perturbations_only/81_silence_2.wav
81_silence_3,81,Which of the following sounds lasts for the shortest time?,clock_tick,brushing_teeth,crying_baby,church_bells,duration_audio_perturbations_only/81_silence_3.wav
81_silence_4,81,Which of the following sounds lasts for the shortest time?,clock_tick,brushing_teeth,crying_baby,church_bells,duration_audio_perturbations_only/81_silence_4.wav
81_volume_0,81,Which of the following sounds lasts for the shortest time?,clock_tick,brushing_teeth,crying_baby,church_bells,duration_audio_perturbations_only/81_volume_0.wav
81_volume_1,81,Which of the following sounds lasts for the shortest time?,clock_tick,brushing_teeth,crying_baby,church_bells,duration_audio_perturbations_only/81_volume_1.wav
81_volume_2,81,Which of the following sounds lasts for the shortest time?,clock_tick,brushing_teeth,crying_baby,church_bells,duration_audio_perturbations_only/81_volume_2.wav
81_volume_3,81,Which of the following sounds lasts for the shortest time?,clock_tick,brushing_teeth,crying_baby,church_bells,duration_audio_perturbations_only/81_volume_3.wav
81_volume_4,81,Which of the following sounds lasts for the shortest time?,clock_tick,brushing_teeth,crying_baby,church_bells,duration_audio_perturbations_only/81_volume_4.wav
82_silence_0,82,Which of these sounds has the longest duration?,engine,brushing_teeth,toilet_flush,sea_waves,duration_audio_perturbations_only/82_silence_0.wav
82_silence_1,82,Which of these sounds has the longest duration?,engine,brushing_teeth,toilet_flush,sea_waves,duration_audio_perturbations_only/82_silence_1.wav
82_silence_2,82,Which of these sounds has the longest duration?,engine,brushing_teeth,toilet_flush,sea_waves,duration_audio_perturbations_only/82_silence_2.wav
82_silence_3,82,Which of these sounds has the longest duration?,engine,brushing_teeth,toilet_flush,sea_waves,duration_audio_perturbations_only/82_silence_3.wav
82_silence_4,82,Which of these sounds has the longest duration?,engine,brushing_teeth,toilet_flush,sea_waves,duration_audio_perturbations_only/82_silence_4.wav
82_volume_0,82,Which of these sounds has the longest duration?,engine,brushing_teeth,toilet_flush,sea_waves,duration_audio_perturbations_only/82_volume_0.wav
82_volume_1,82,Which of these sounds has the longest duration?,engine,brushing_teeth,toilet_flush,sea_waves,duration_audio_perturbations_only/82_volume_1.wav
82_volume_2,82,Which of these sounds has the longest duration?,engine,brushing_teeth,toilet_flush,sea_waves,duration_audio_perturbations_only/82_volume_2.wav
82_volume_3,82,Which of these sounds has the longest duration?,engine,brushing_teeth,toilet_flush,sea_waves,duration_audio_perturbations_only/82_volume_3.wav
82_volume_4,82,Which of these sounds has the longest duration?,engine,brushing_teeth,toilet_flush,sea_waves,duration_audio_perturbations_only/82_volume_4.wav
83_silence_0,83,Which of these sounds has the longest duration?,rain,crackling_fire,cow,snoring,duration_audio_perturbations_only/83_silence_0.wav
83_silence_1,83,Which of these sounds has the longest duration?,rain,crackling_fire,cow,snoring,duration_audio_perturbations_only/83_silence_1.wav
83_silence_2,83,Which of these sounds has the longest duration?,rain,crackling_fire,cow,snoring,duration_audio_perturbations_only/83_silence_2.wav
83_silence_3,83,Which of these sounds has the longest duration?,rain,crackling_fire,cow,snoring,duration_audio_perturbations_only/83_silence_3.wav
83_silence_4,83,Which of these sounds has the longest duration?,rain,crackling_fire,cow,snoring,duration_audio_perturbations_only/83_silence_4.wav
83_volume_0,83,Which of these sounds has the longest duration?,rain,crackling_fire,cow,snoring,duration_audio_perturbations_only/83_volume_0.wav
83_volume_1,83,Which of these sounds has the longest duration?,rain,crackling_fire,cow,snoring,duration_audio_perturbations_only/83_volume_1.wav
83_volume_2,83,Which of these sounds has the longest duration?,rain,crackling_fire,cow,snoring,duration_audio_perturbations_only/83_volume_2.wav
83_volume_3,83,Which of these sounds has the longest duration?,rain,crackling_fire,cow,snoring,duration_audio_perturbations_only/83_volume_3.wav
83_volume_4,83,Which of these sounds has the longest duration?,rain,crackling_fire,cow,snoring,duration_audio_perturbations_only/83_volume_4.wav
84_silence_0,84,Which sound among the following is heard for the greatest length of time?,car_horn,church_bells,drinking_sipping,thunderstorm,duration_audio_perturbations_only/84_silence_0.wav
84_silence_1,84,Which sound among the following is heard for the greatest length of time?,car_horn,church_bells,drinking_sipping,thunderstorm,duration_audio_perturbations_only/84_silence_1.wav
84_silence_2,84,Which sound among the following is heard for the greatest length of time?,car_horn,church_bells,drinking_sipping,thunderstorm,duration_audio_perturbations_only/84_silence_2.wav
84_silence_3,84,Which sound among the following is heard for the greatest length of time?,car_horn,church_bells,drinking_sipping,thunderstorm,duration_audio_perturbations_only/84_silence_3.wav
84_silence_4,84,Which sound among the following is heard for the greatest length of time?,car_horn,church_bells,drinking_sipping,thunderstorm,duration_audio_perturbations_only/84_silence_4.wav
84_volume_0,84,Which sound among the following is heard for the greatest length of time?,car_horn,church_bells,drinking_sipping,thunderstorm,duration_audio_perturbations_only/84_volume_0.wav
84_volume_1,84,Which sound among the following is heard for the greatest length of time?,car_horn,church_bells,drinking_sipping,thunderstorm,duration_audio_perturbations_only/84_volume_1.wav
84_volume_2,84,Which sound among the following is heard for the greatest length of time?,car_horn,church_bells,drinking_sipping,thunderstorm,duration_audio_perturbations_only/84_volume_2.wav
84_volume_3,84,Which sound among the following is heard for the greatest length of time?,car_horn,church_bells,drinking_sipping,thunderstorm,duration_audio_perturbations_only/84_volume_3.wav
84_volume_4,84,Which sound among the following is heard for the greatest length of time?,car_horn,church_bells,drinking_sipping,thunderstorm,duration_audio_perturbations_only/84_volume_4.wav
88_silence_0,88,Which sound among the following is heard for the longest time?,mouse_click,drinking_sipping,church_bells,clock_alarm,duration_audio_perturbations_only/88_silence_0.wav
88_silence_1,88,Which sound among the following is heard for the longest time?,mouse_click,drinking_sipping,church_bells,clock_alarm,duration_audio_perturbations_only/88_silence_1.wav
88_silence_2,88,Which sound among the following is heard for the longest time?,mouse_click,drinking_sipping,church_bells,clock_alarm,duration_audio_perturbations_only/88_silence_2.wav
88_silence_3,88,Which sound among the following is heard for the longest time?,mouse_click,drinking_sipping,church_bells,clock_alarm,duration_audio_perturbations_only/88_silence_3.wav
88_silence_4,88,Which sound among the following is heard for the longest time?,mouse_click,drinking_sipping,church_bells,clock_alarm,duration_audio_perturbations_only/88_silence_4.wav
88_volume_0,88,Which sound among the following is heard for the longest time?,mouse_click,drinking_sipping,church_bells,clock_alarm,duration_audio_perturbations_only/88_volume_0.wav
88_volume_1,88,Which sound among the following is heard for the longest time?,mouse_click,drinking_sipping,church_bells,clock_alarm,duration_audio_perturbations_only/88_volume_1.wav
88_volume_2,88,Which sound among the following is heard for the longest time?,mouse_click,drinking_sipping,church_bells,clock_alarm,duration_audio_perturbations_only/88_volume_2.wav
88_volume_3,88,Which sound among the following is heard for the longest time?,mouse_click,drinking_sipping,church_bells,clock_alarm,duration_audio_perturbations_only/88_volume_3.wav
88_volume_4,88,Which sound among the following is heard for the longest time?,mouse_click,drinking_sipping,church_bells,clock_alarm,duration_audio_perturbations_only/88_volume_4.wav
90_silence_0,90,Which sound among the following is heard for the longest time?,chainsaw,clapping,fireworks,breathing,duration_audio_perturbations_only/90_silence_0.wav
90_silence_1,90,Which sound among the following is heard for the longest time?,chainsaw,clapping,fireworks,breathing,duration_audio_perturbations_only/90_silence_1.wav
90_silence_2,90,Which sound among the following is heard for the longest time?,chainsaw,clapping,fireworks,breathing,duration_audio_perturbations_only/90_silence_2.wav
90_silence_3,90,Which sound among the following is heard for the longest time?,chainsaw,clapping,fireworks,breathing,duration_audio_perturbations_only/90_silence_3.wav
90_silence_4,90,Which sound among the following is heard for the longest time?,chainsaw,clapping,fireworks,breathing,duration_audio_perturbations_only/90_silence_4.wav
90_volume_0,90,Which sound among the following is heard for the longest time?,chainsaw,clapping,fireworks,breathing,duration_audio_perturbations_only/90_volume_0.wav
90_volume_1,90,Which sound among the following is heard for the longest time?,chainsaw,clapping,fireworks,breathing,duration_audio_perturbations_only/90_volume_1.wav
90_volume_2,90,Which sound among the following is heard for the longest time?,chainsaw,clapping,fireworks,breathing,duration_audio_perturbations_only/90_volume_2.wav
90_volume_3,90,Which sound among the following is heard for the longest time?,chainsaw,clapping,fireworks,breathing,duration_audio_perturbations_only/90_volume_3.wav
90_volume_4,90,Which sound among the following is heard for the longest time?,chainsaw,clapping,fireworks,breathing,duration_audio_perturbations_only/90_volume_4.wav
92_silence_0,92,Which sound among the following is heard for the greatest length of time?,car_horn,laughing,church_bells,snoring,duration_audio_perturbations_only/92_silence_0.wav
92_silence_1,92,Which sound among the following is heard for the greatest length of time?,car_horn,laughing,church_bells,snoring,duration_audio_perturbations_only/92_silence_1.wav
92_silence_2,92,Which sound among the following is heard for the greatest length of time?,car_horn,laughing,church_bells,snoring,duration_audio_perturbations_only/92_silence_2.wav
92_silence_3,92,Which sound among the following is heard for the greatest length of time?,car_horn,laughing,church_bells,snoring,duration_audio_perturbations_only/92_silence_3.wav
