idx,orig_idx,question,optionA,optionB,optionC,optionD,new_audio_path
77_silence_2,77,How many separate sound sources are included in the audio?,2,0,3,1,count_audio_perturbations_only/77_silence_2.wav
77_silence_3,77,How many separate sound sources are included in the audio?,2,0,3,1,count_audio_perturbations_only/77_silence_3.wav
77_silence_4,77,How many separate sound sources are included in the audio?,2,0,3,1,count_audio_perturbations_only/77_silence_4.wav
77_volume_0,77,How many separate sound sources are included in the audio?,2,0,3,1,count_audio_perturbations_only/77_volume_0.wav
77_volume_1,77,How many separate sound sources are included in the audio?,2,0,3,1,count_audio_perturbations_only/77_volume_1.wav
77_volume_2,77,How many separate sound sources are included in the audio?,2,0,3,1,count_audio_perturbations_only/77_volume_2.wav
77_volume_3,77,How many separate sound sources are included in the audio?,2,0,3,1,count_audio_perturbations_only/77_volume_3.wav
77_volume_4,77,How many separate sound sources are included in the audio?,2,0,3,1,count_audio_perturbations_only/77_volume_4.wav
80_silence_0,80,What is the number of distinct sound sources in the audio file?,0,1,3,2,count_audio_perturbations_only/80_silence_0.wav
80_silence_1,80,What is the number of distinct sound sources in the audio file?,0,1,3,2,count_audio_perturbations_only/80_silence_1.wav
80_silence_2,80,What is the number of distinct sound sources in the audio file?,0,1,3,2,count_audio_perturbations_only/80_silence_2.wav
80_silence_3,80,What is the number of distinct sound sources in the audio file?,0,1,3,2,count_audio_perturbations_only/80_silence_3.wav
80_silence_4,80,What is the number of distinct sound sources in the audio file?,0,1,3,2,count_audio_perturbations_only/80_silence_4.wav
80_volume_0,80,What is the number of distinct sound sources in the audio file?,0,1,3,2,count_audio_perturbations_only/80_volume_0.wav
80_volume_1,80,What is the number of distinct sound sources in the audio file?,0,1,3,2,count_audio_perturbations_only/80_volume_1.wav
80_volume_2,80,What is the number of distinct sound sources in the audio file?,0,1,3,2,count_audio_perturbations_only/80_volume_2.wav
80_volume_3,80,What is the number of distinct sound sources in the audio file?,0,1,3,2,count_audio_perturbations_only/80_volume_3.wav
80_volume_4,80,What is the number of distinct sound sources in the audio file?,0,1,3,2,count_audio_perturbations_only/80_volume_4.wav
82_silence_0,82,How many unique types of sound are present in this audio?,2,4,3,1,count_audio_perturbations_only/82_silence_0.wav
82_silence_1,82,How many unique types of sound are present in this audio?,2,4,3,1,count_audio_perturbations_only/82_silence_1.wav
82_silence_2,82,How many unique types of sound are present in this audio?,2,4,3,1,count_audio_perturbations_only/82_silence_2.wav
82_silence_3,82,How many unique types of sound are present in this audio?,2,4,3,1,count_audio_perturbations_only/82_silence_3.wav
82_silence_4,82,How many unique types of sound are present in this audio?,2,4,3,1,count_audio_perturbations_only/82_silence_4.wav
82_volume_0,82,How many unique types of sound are present in this audio?,2,4,3,1,count_audio_perturbations_only/82_volume_0.wav
82_volume_1,82,How many unique types of sound are present in this audio?,2,4,3,1,count_audio_perturbations_only/82_volume_1.wav
82_volume_2,82,How many unique types of sound are present in this audio?,2,4,3,1,count_audio_perturbations_only/82_volume_2.wav
82_volume_3,82,How many unique types of sound are present in this audio?,2,4,3,1,count_audio_perturbations_only/82_volume_3.wav
82_volume_4,82,How many unique types of sound are present in this audio?,2,4,3,1,count_audio_perturbations_only/82_volume_4.wav
83_silence_0,83,Identify the count of different sound sources in this clip.,0,3,1,2,count_audio_perturbations_only/83_silence_0.wav
83_silence_1,83,Identify the count of different sound sources in this clip.,0,3,1,2,count_audio_perturbations_only/83_silence_1.wav
83_silence_2,83,Identify the count of different sound sources in this clip.,0,3,1,2,count_audio_perturbations_only/83_silence_2.wav
83_silence_3,83,Identify the count of different sound sources in this clip.,0,3,1,2,count_audio_perturbations_only/83_silence_3.wav
83_silence_4,83,Identify the count of different sound sources in this clip.,0,3,1,2,count_audio_perturbations_only/83_silence_4.wav
83_volume_0,83,Identify the count of different sound sources in this clip.,0,3,1,2,count_audio_perturbations_only/83_volume_0.wav
83_volume_1,83,Identify the count of different sound sources in this clip.,0,3,1,2,count_audio_perturbations_only/83_volume_1.wav
83_volume_2,83,Identify the count of different sound sources in this clip.,0,3,1,2,count_audio_perturbations_only/83_volume_2.wav
83_volume_3,83,Identify the count of different sound sources in this clip.,0,3,1,2,count_audio_perturbations_only/83_volume_3.wav
83_volume_4,83,Identify the count of different sound sources in this clip.,0,3,1,2,count_audio_perturbations_only/83_volume_4.wav
84_silence_0,84,What is the total number of unique sounds heard in this audio?,3,0,1,2,count_audio_perturbations_only/84_silence_0.wav
84_silence_1,84,What is the total number of unique sounds heard in this audio?,3,0,1,2,count_audio_perturbations_only/84_silence_1.wav
84_silence_2,84,What is the total number of unique sounds heard in this audio?,3,0,1,2,count_audio_perturbations_only/84_silence_2.wav
84_silence_3,84,What is the total number of unique sounds heard in this audio?,3,0,1,2,count_audio_perturbations_only/84_silence_3.wav
84_silence_4,84,What is the total number of unique sounds heard in this audio?,3,0,1,2,count_audio_perturbations_only/84_silence_4.wav
84_volume_0,84,What is the total number of unique sounds heard in this audio?,3,0,1,2,count_audio_perturbations_only/84_volume_0.wav
84_volume_1,84,What is the total number of unique sounds heard in this audio?,3,0,1,2,count_audio_perturbations_only/84_volume_1.wav
84_volume_2,84,What is the total number of unique sounds heard in this audio?,3,0,1,2,count_audio_perturbations_only/84_volume_2.wav
84_volume_3,84,What is the total number of unique sounds heard in this audio?,3,0,1,2,count_audio_perturbations_only/84_volume_3.wav
84_volume_4,84,What is the total number of unique sounds heard in this audio?,3,0,1,2,count_audio_perturbations_only/84_volume_4.wav
85_silence_0,85,How many distinct sound categories are there in this audio file?,2,3,1,0,count_audio_perturbations_only/85_silence_0.wav
85_silence_1,85,How many distinct sound categories are there in this audio file?,2,3,1,0,count_audio_perturbations_only/85_silence_1.wav
85_silence_2,85,How many distinct sound categories are there in this audio file?,2,3,1,0,count_audio_perturbations_only/85_silence_2.wav
85_silence_3,85,How many distinct sound categories are there in this audio file?,2,3,1,0,count_audio_perturbations_only/85_silence_3.wav
85_silence_4,85,How many distinct sound categories are there in this audio file?,2,3,1,0,count_audio_perturbations_only/85_silence_4.wav
85_volume_0,85,How many distinct sound categories are there in this audio file?,2,3,1,0,count_audio_perturbations_only/85_volume_0.wav
85_volume_1,85,How many distinct sound categories are there in this audio file?,2,3,1,0,count_audio_perturbations_only/85_volume_1.wav
85_volume_2,85,How many distinct sound categories are there in this audio file?,2,3,1,0,count_audio_perturbations_only/85_volume_2.wav
85_volume_3,85,How many distinct sound categories are there in this audio file?,2,3,1,0,count_audio_perturbations_only/85_volume_3.wav
85_volume_4,85,How many distinct sound categories are there in this audio file?,2,3,1,0,count_audio_perturbations_only/85_volume_4.wav
88_silence_0,88,What is the total number of unique sound types in this audio?,3,0,1,2,count_audio_perturbations_only/88_silence_0.wav
88_silence_1,88,What is the total number of unique sound types in this audio?,3,0,1,2,count_audio_perturbations_only/88_silence_1.wav
88_silence_2,88,What is the total number of unique sound types in this audio?,3,0,1,2,count_audio_perturbations_only/88_silence_2.wav
88_silence_3,88,What is the total number of unique sound types in this audio?,3,0,1,2,count_audio_perturbations_only/88_silence_3.wav
88_silence_4,88,What is the total number of unique sound types in this audio?,3,0,1,2,count_audio_perturbations_only/88_silence_4.wav
88_volume_0,88,What is the total number of unique sound types in this audio?,3,0,1,2,count_audio_perturbations_only/88_volume_0.wav
88_volume_1,88,What is the total number of unique sound types in this audio?,3,0,1,2,count_audio_perturbations_only/88_volume_1.wav
88_volume_2,88,What is the total number of unique sound types in this audio?,3,0,1,2,count_audio_perturbations_only/88_volume_2.wav
88_volume_3,88,What is the total number of unique sound types in this audio?,3,0,1,2,count_audio_perturbations_only/88_volume_3.wav
88_volume_4,88,What is the total number of unique sound types in this audio?,3,0,1,2,count_audio_perturbations_only/88_volume_4.wav
89_silence_0,89,How many different sound sources can be heard in this clip?,1,2,4,3,count_audio_perturbations_only/89_silence_0.wav
89_silence_1,89,How many different sound sources can be heard in this clip?,1,2,4,3,count_audio_perturbations_only/89_silence_1.wav
89_silence_2,89,How many different sound sources can be heard in this clip?,1,2,4,3,count_audio_perturbations_only/89_silence_2.wav
89_silence_3,89,How many different sound sources can be heard in this clip?,1,2,4,3,count_audio_perturbations_only/89_silence_3.wav
89_silence_4,89,How many different sound sources can be heard in this clip?,1,2,4,3,count_audio_perturbations_only/89_silence_4.wav
89_volume_0,89,How many different sound sources can be heard in this clip?,1,2,4,3,count_audio_perturbations_only/89_volume_0.wav
89_volume_1,89,How many different sound sources can be heard in this clip?,1,2,4,3,count_audio_perturbations_only/89_volume_1.wav
89_volume_2,89,How many different sound sources can be heard in this clip?,1,2,4,3,count_audio_perturbations_only/89_volume_2.wav
89_volume_3,89,How many different sound sources can be heard in this clip?,1,2,4,3,count_audio_perturbations_only/89_volume_3.wav
89_volume_4,89,How many different sound sources can be heard in this clip?,1,2,4,3,count_audio_perturbations_only/89_volume_4.wav
90_silence_0,90,What is the number of distinct sound sources in the audio file?,5,3,2,4,count_audio_perturbations_only/90_silence_0.wav
90_silence_1,90,What is the number of distinct sound sources in the audio file?,5,3,2,4,count_audio_perturbations_only/90_silence_1.wav
90_silence_2,90,What is the number of distinct sound sources in the audio file?,5,3,2,4,count_audio_perturbations_only/90_silence_2.wav
90_silence_3,90,What is the number of distinct sound sources in the audio file?,5,3,2,4,count_audio_perturbations_only/90_silence_3.wav
90_silence_4,90,What is the number of distinct sound sources in the audio file?,5,3,2,4,count_audio_perturbations_only/90_silence_4.wav
90_volume_0,90,What is the number of distinct sound sources in the audio file?,5,3,2,4,count_audio_perturbations_only/90_volume_0.wav
90_volume_1,90,What is the number of distinct sound sources in the audio file?,5,3,2,4,count_audio_perturbations_only/90_volume_1.wav
90_volume_2,90,What is the number of distinct sound sources in the audio file?,5,3,2,4,count_audio_perturbations_only/90_volume_2.wav
90_volume_3,90,What is the number of distinct sound sources in the audio file?,5,3,2,4,count_audio_perturbations_only/90_volume_3.wav
90_volume_4,90,What is the number of distinct sound sources in the audio file?,5,3,2,4,count_audio_perturbations_only/90_volume_4.wav
91_silence_0,91,How many different types of sounds can be identified in this recording?,3,0,2,1,count_audio_perturbations_only/91_silence_0.wav
91_silence_1,91,How many different types of sounds can be identified in this recording?,3,0,2,1,count_audio_perturbations_only/91_silence_1.wav
91_silence_2,91,How many different types of sounds can be identified in this recording?,3,0,2,1,count_audio_perturbations_only/91_silence_2.wav
91_silence_3,91,How many different types of sounds can be identified in this recording?,3,0,2,1,count_audio_perturbations_only/91_silence_3.wav
91_silence_4,91,How many different types of sounds can be identified in this recording?,3,0,2,1,count_audio_perturbations_only/91_silence_4.wav
91_volume_0,91,How many different types of sounds can be identified in this recording?,3,0,2,1,count_audio_perturbations_only/91_volume_0.wav
91_volume_1,91,How many different types of sounds can be identified in this recording?,3,0,2,1,count_audio_perturbations_only/91_volume_1.wav
91_volume_2,91,How many different types of sounds can be identified in this recording?,3,0,2,1,count_audio_perturbations_only/91_volume_2.wav
91_volume_3,91,How many different types of sounds can be identified in this recording?,3,0,2,1,count_audio_perturbations_only/91_volume_3.wav
91_volume_4,91,How many different types of sounds can be identified in this recording?,3,0,2,1,count_audio_perturbations_only/91_volume_4.wav
96_silence_0,96,Determine the number of unique sound sources in this recording.,2,5,4,3,count_audio_perturbations_only/96_silence_0.wav
96_silence_1,96,Determine the number of unique sound sources in this recording.,2,5,4,3,count_audio_perturbations_only/96_silence_1.wav
96_silence_2,96,Determine the number of unique sound sources in this recording.,2,5,4,3,count_audio_perturbations_only/96_silence_2.wav
96_silence_3,96,Determine the number of unique sound sources in this recording.,2,5,4,3,count_audio_perturbations_only/96_silence_3.wav
96_silence_4,96,Determine the number of unique sound sources in this recording.,2,5,4,3,count_audio_perturbations_only/96_silence_4.wav
96_volume_0,96,Determine the number of unique sound sources in this recording.,2,5,4,3,count_audio_perturbations_only/96_volume_0.wav
96_volume_1,96,Determine the number of unique sound sources in this recording.,2,5,4,3,count_audio_perturbations_only/96_volume_1.wav
96_volume_2,96,Determine the number of unique sound sources in this recording.,2,5,4,3,count_audio_perturbations_only/96_volume_2.wav
96_volume_3,96,Determine the number of unique sound sources in this recording.,2,5,4,3,count_audio_perturbations_only/96_volume_3.wav
96_volume_4,96,Determine the number of unique sound sources in this recording.,2,5,4,3,count_audio_perturbations_only/96_volume_4.wav
97_silence_0,97,How many separate sound sources are included in the audio?,3,4,1,2,count_audio_perturbations_only/97_silence_0.wav
97_silence_1,97,How many separate sound sources are included in the audio?,3,4,1,2,count_audio_perturbations_only/97_silence_1.wav
97_silence_2,97,How many separate sound sources are included in the audio?,3,4,1,2,count_audio_perturbations_only/97_silence_2.wav
97_silence_3,97,How many separate sound sources are included in the audio?,3,4,1,2,count_audio_perturbations_only/97_silence_3.wav
97_silence_4,97,How many separate sound sources are included in the audio?,3,4,1,2,count_audio_perturbations_only/97_silence_4.wav
97_volume_0,97,How many separate sound sources are included in the audio?,3,4,1,2,count_audio_perturbations_only/97_volume_0.wav
