id,question,audio_path,optionA,optionB,optionC,optionD,correct,source_wavs,source_categories,orig_idx,idx
63,What sound event happens immediately after the initial sound?,audios/63.wav,Crackling fire,Dog,Mouse click,water_drops,D,"['/home/data/ESC-50/ESC-50-master/audio/1-43807-D-47.wav', '/home/data/ESC-50/ESC-50-master/audio/4-168155-A-15.wav', '/home/data/ESC-50/ESC-50-master/audio/1-50688-A-17.wav', '/home/data/ESC-50/ESC-50-master/audio/4-180380-A-10.wav']","['airplane', 'water_drops', 'pouring_water', 'rain']",63,63_rephrased3
63,What event is the second sound to take place?,audios/63.wav,Crackling fire,Dog,Mouse click,water_drops,D,"['/home/data/ESC-50/ESC-50-master/audio/1-43807-D-47.wav', '/home/data/ESC-50/ESC-50-master/audio/4-168155-A-15.wav', '/home/data/ESC-50/ESC-50-master/audio/1-50688-A-17.wav', '/home/data/ESC-50/ESC-50-master/audio/4-180380-A-10.wav']","['airplane', 'water_drops', 'pouring_water', 'rain']",63,63_rephrased4
63,Which sound event happens next in sequence?,audios/63.wav,Crackling fire,Dog,Mouse click,water_drops,D,"['/home/data/ESC-50/ESC-50-master/audio/1-43807-D-47.wav', '/home/data/ESC-50/ESC-50-master/audio/4-168155-A-15.wav', '/home/data/ESC-50/ESC-50-master/audio/1-50688-A-17.wav', '/home/data/ESC-50/ESC-50-master/audio/4-180380-A-10.wav']","['airplane', 'water_drops', 'pouring_water', 'rain']",63,63_rephrased5
63,What is the sound event that follows the first one?,audios/63.wav,Crackling fire,Dog,Mouse click,water_drops,D,"['/home/data/ESC-50/ESC-50-master/audio/1-43807-D-47.wav', '/home/data/ESC-50/ESC-50-master/audio/4-168155-A-15.wav', '/home/data/ESC-50/ESC-50-master/audio/1-50688-A-17.wav', '/home/data/ESC-50/ESC-50-master/audio/4-180380-A-10.wav']","['airplane', 'water_drops', 'pouring_water', 'rain']",63,63_rephrased6
63,What is the second sound event in the sequence of sounds?,audios/63.wav,Crackling fire,Dog,Mouse click,water_drops,D,"['/home/data/ESC-50/ESC-50-master/audio/1-43807-D-47.wav', '/home/data/ESC-50/ESC-50-master/audio/4-168155-A-15.wav', '/home/data/ESC-50/ESC-50-master/audio/1-50688-A-17.wav', '/home/data/ESC-50/ESC-50-master/audio/4-180380-A-10.wav']","['airplane', 'water_drops', 'pouring_water', 'rain']",63,63_rephrased7
63,What occurs after the initial sound event in the sequence?,audios/63.wav,Crackling fire,Dog,Mouse click,water_drops,D,"['/home/data/ESC-50/ESC-50-master/audio/1-43807-D-47.wav', '/home/data/ESC-50/ESC-50-master/audio/4-168155-A-15.wav', '/home/data/ESC-50/ESC-50-master/audio/1-50688-A-17.wav', '/home/data/ESC-50/ESC-50-master/audio/4-180380-A-10.wav']","['airplane', 'water_drops', 'pouring_water', 'rain']",63,63_rephrased8
63,What sound event is second in the order of sound events?,audios/63.wav,Crackling fire,Dog,Mouse click,water_drops,D,"['/home/data/ESC-50/ESC-50-master/audio/1-43807-D-47.wav', '/home/data/ESC-50/ESC-50-master/audio/4-168155-A-15.wav', '/home/data/ESC-50/ESC-50-master/audio/1-50688-A-17.wav', '/home/data/ESC-50/ESC-50-master/audio/4-180380-A-10.wav']","['airplane', 'water_drops', 'pouring_water', 'rain']",63,63_rephrased9
63,What follows the first sound event in the sequence of sounds?,audios/63.wav,Crackling fire,Dog,Mouse click,water_drops,D,"['/home/data/ESC-50/ESC-50-master/audio/1-43807-D-47.wav', '/home/data/ESC-50/ESC-50-master/audio/4-168155-A-15.wav', '/home/data/ESC-50/ESC-50-master/audio/1-50688-A-17.wav', '/home/data/ESC-50/ESC-50-master/audio/4-180380-A-10.wav']","['airplane', 'water_drops', 'pouring_water', 'rain']",63,63_rephrased10
66,What is the second sound event that occurs?,audios/66.wav,Cat,Crow,Clock tick,frog,D,"['/home/data/ESC-50/ESC-50-master/audio/3-108451-B-17.wav', '/home/data/ESC-50/ESC-50-master/audio/3-71964-C-4.wav', '/home/data/ESC-50/ESC-50-master/audio/5-250258-A-49.wav']","['pouring_water', 'frog', 'hand_saw']",66,66_rephrased1
66,Which sound event happens right after the first one?,audios/66.wav,Cat,Crow,Clock tick,frog,D,"['/home/data/ESC-50/ESC-50-master/audio/3-108451-B-17.wav', '/home/data/ESC-50/ESC-50-master/audio/3-71964-C-4.wav', '/home/data/ESC-50/ESC-50-master/audio/5-250258-A-49.wav']","['pouring_water', 'frog', 'hand_saw']",66,66_rephrased2
66,What takes place as the second sound event?,audios/66.wav,Cat,Crow,Clock tick,frog,D,"['/home/data/ESC-50/ESC-50-master/audio/3-108451-B-17.wav', '/home/data/ESC-50/ESC-50-master/audio/3-71964-C-4.wav', '/home/data/ESC-50/ESC-50-master/audio/5-250258-A-49.wav']","['pouring_water', 'frog', 'hand_saw']",66,66_rephrased3
66,"In what order do sound events occur, and which one is second?",audios/66.wav,Cat,Crow,Clock tick,frog,D,"['/home/data/ESC-50/ESC-50-master/audio/3-108451-B-17.wav', '/home/data/ESC-50/ESC-50-master/audio/3-71964-C-4.wav', '/home/data/ESC-50/ESC-50-master/audio/5-250258-A-49.wav']","['pouring_water', 'frog', 'hand_saw']",66,66_rephrased4
66,What is the nature of the second sound event to happen?,audios/66.wav,Cat,Crow,Clock tick,frog,D,"['/home/data/ESC-50/ESC-50-master/audio/3-108451-B-17.wav', '/home/data/ESC-50/ESC-50-master/audio/3-71964-C-4.wav', '/home/data/ESC-50/ESC-50-master/audio/5-250258-A-49.wav']","['pouring_water', 'frog', 'hand_saw']",66,66_rephrased5
66,What sound event happens immediately following the first one?,audios/66.wav,Cat,Crow,Clock tick,frog,D,"['/home/data/ESC-50/ESC-50-master/audio/3-108451-B-17.wav', '/home/data/ESC-50/ESC-50-master/audio/3-71964-C-4.wav', '/home/data/ESC-50/ESC-50-master/audio/5-250258-A-49.wav']","['pouring_water', 'frog', 'hand_saw']",66,66_rephrased6
66,Which sound event follows the first one in sequence?,audios/66.wav,Cat,Crow,Clock tick,frog,D,"['/home/data/ESC-50/ESC-50-master/audio/3-108451-B-17.wav', '/home/data/ESC-50/ESC-50-master/audio/3-71964-C-4.wav', '/home/data/ESC-50/ESC-50-master/audio/5-250258-A-49.wav']","['pouring_water', 'frog', 'hand_saw']",66,66_rephrased7
66,What is the second sound event to occur in the sequence?,audios/66.wav,Cat,Crow,Clock tick,frog,D,"['/home/data/ESC-50/ESC-50-master/audio/3-108451-B-17.wav', '/home/data/ESC-50/ESC-50-master/audio/3-71964-C-4.wav', '/home/data/ESC-50/ESC-50-master/audio/5-250258-A-49.wav']","['pouring_water', 'frog', 'hand_saw']",66,66_rephrased8
66,"In a sequence of sound events, which one is the second occurrence?",audios/66.wav,Cat,Crow,Clock tick,frog,D,"['/home/data/ESC-50/ESC-50-master/audio/3-108451-B-17.wav', '/home/data/ESC-50/ESC-50-master/audio/3-71964-C-4.wav', '/home/data/ESC-50/ESC-50-master/audio/5-250258-A-49.wav']","['pouring_water', 'frog', 'hand_saw']",66,66_rephrased9
66,What is the second occurrence in a series of sound events?,audios/66.wav,Cat,Crow,Clock tick,frog,D,"['/home/data/ESC-50/ESC-50-master/audio/3-108451-B-17.wav', '/home/data/ESC-50/ESC-50-master/audio/3-71964-C-4.wav', '/home/data/ESC-50/ESC-50-master/audio/5-250258-A-49.wav']","['pouring_water', 'frog', 'hand_saw']",66,66_rephrased10
67,What sound event typically happens following a can-opening sound?,audios/67.wav,sneezing,Siren,"Drinking, sipping",Clock alarm,A,"['/home/data/ESC-50/ESC-50-master/audio/1-19026-A-43.wav', '/home/data/ESC-50/ESC-50-master/audio/1-69165-A-34.wav', '/home/data/ESC-50/ESC-50-master/audio/3-141684-A-21.wav']","['car_horn', 'can_opening', 'sneezing']",67,67_rephrased1
67,What happens after you hear a can-opening sound in terms of sound?,audios/67.wav,sneezing,Siren,"Drinking, sipping",Clock alarm,A,"['/home/data/ESC-50/ESC-50-master/audio/1-19026-A-43.wav', '/home/data/ESC-50/ESC-50-master/audio/1-69165-A-34.wav', '/home/data/ESC-50/ESC-50-master/audio/3-141684-A-21.wav']","['car_horn', 'can_opening', 'sneezing']",67,67_rephrased2
67,What sound event is likely to occur after hearing a can-opening sound?,audios/67.wav,sneezing,Siren,"Drinking, sipping",Clock alarm,A,"['/home/data/ESC-50/ESC-50-master/audio/1-19026-A-43.wav', '/home/data/ESC-50/ESC-50-master/audio/1-69165-A-34.wav', '/home/data/ESC-50/ESC-50-master/audio/3-141684-A-21.wav']","['car_horn', 'can_opening', 'sneezing']",67,67_rephrased3
67,What sound occurs immediately after you hear a can-opening sound?,audios/67.wav,sneezing,Siren,"Drinking, sipping",Clock alarm,A,"['/home/data/ESC-50/ESC-50-master/audio/1-19026-A-43.wav', '/home/data/ESC-50/ESC-50-master/audio/1-69165-A-34.wav', '/home/data/ESC-50/ESC-50-master/audio/3-141684-A-21.wav']","['car_horn', 'can_opening', 'sneezing']",67,67_rephrased4
67,What type of sound typically follows a can-opening sound?,audios/67.wav,sneezing,Siren,"Drinking, sipping",Clock alarm,A,"['/home/data/ESC-50/ESC-50-master/audio/1-19026-A-43.wav', '/home/data/ESC-50/ESC-50-master/audio/1-69165-A-34.wav', '/home/data/ESC-50/ESC-50-master/audio/3-141684-A-21.wav']","['car_horn', 'can_opening', 'sneezing']",67,67_rephrased5
67,What sound event usually happens right after you hear a can-opening sound?,audios/67.wav,sneezing,Siren,"Drinking, sipping",Clock alarm,A,"['/home/data/ESC-50/ESC-50-master/audio/1-19026-A-43.wav', '/home/data/ESC-50/ESC-50-master/audio/1-69165-A-34.wav', '/home/data/ESC-50/ESC-50-master/audio/3-141684-A-21.wav']","['car_horn', 'can_opening', 'sneezing']",67,67_rephrased6
67,What sound happens after the can-opening sound in most cases?,audios/67.wav,sneezing,Siren,"Drinking, sipping",Clock alarm,A,"['/home/data/ESC-50/ESC-50-master/audio/1-19026-A-43.wav', '/home/data/ESC-50/ESC-50-master/audio/1-69165-A-34.wav', '/home/data/ESC-50/ESC-50-master/audio/3-141684-A-21.wav']","['car_horn', 'can_opening', 'sneezing']",67,67_rephrased7
67,What occurs in terms of sound after a can-opening sound is heard?,audios/67.wav,sneezing,Siren,"Drinking, sipping",Clock alarm,A,"['/home/data/ESC-50/ESC-50-master/audio/1-19026-A-43.wav', '/home/data/ESC-50/ESC-50-master/audio/1-69165-A-34.wav', '/home/data/ESC-50/ESC-50-master/audio/3-141684-A-21.wav']","['car_horn', 'can_opening', 'sneezing']",67,67_rephrased8
67,What happens in terms of sound after you hear a can-opening sound?,audios/67.wav,sneezing,Siren,"Drinking, sipping",Clock alarm,A,"['/home/data/ESC-50/ESC-50-master/audio/1-19026-A-43.wav', '/home/data/ESC-50/ESC-50-master/audio/1-69165-A-34.wav', '/home/data/ESC-50/ESC-50-master/audio/3-141684-A-21.wav']","['car_horn', 'can_opening', 'sneezing']",67,67_rephrased9
67,What sound typically follows the sound of a can being opened?,audios/67.wav,sneezing,Siren,"Drinking, sipping",Clock alarm,A,"['/home/data/ESC-50/ESC-50-master/audio/1-19026-A-43.wav', '/home/data/ESC-50/ESC-50-master/audio/1-69165-A-34.wav', '/home/data/ESC-50/ESC-50-master/audio/3-141684-A-21.wav']","['car_horn', 'can_opening', 'sneezing']",67,67_rephrased10
68,What is the second sound event to occur?,audios/68.wav,"Drinking, sipping",Glass breaking,Train,wind,D,"['/home/data/ESC-50/ESC-50-master/audio/1-34853-A-37.wav', '/home/data/ESC-50/ESC-50-master/audio/1-51037-A-16.wav']","['clock_alarm', 'wind']",68,68_rephrased1
68,What sound event happens after the first one?,audios/68.wav,"Drinking, sipping",Glass breaking,Train,wind,D,"['/home/data/ESC-50/ESC-50-master/audio/1-34853-A-37.wav', '/home/data/ESC-50/ESC-50-master/audio/1-51037-A-16.wav']","['clock_alarm', 'wind']",68,68_rephrased2
68,What comes second in a sequence of sound events?,audios/68.wav,"Drinking, sipping",Glass breaking,Train,wind,D,"['/home/data/ESC-50/ESC-50-master/audio/1-34853-A-37.wav', '/home/data/ESC-50/ESC-50-master/audio/1-51037-A-16.wav']","['clock_alarm', 'wind']",68,68_rephrased3
68,"In what order do sound events occur, and which one is second?",audios/68.wav,"Drinking, sipping",Glass breaking,Train,wind,D,"['/home/data/ESC-50/ESC-50-master/audio/1-34853-A-37.wav', '/home/data/ESC-50/ESC-50-master/audio/1-51037-A-16.wav']","['clock_alarm', 'wind']",68,68_rephrased4
68,What is the second occurrence of a sound event?,audios/68.wav,"Drinking, sipping",Glass breaking,Train,wind,D,"['/home/data/ESC-50/ESC-50-master/audio/1-34853-A-37.wav', '/home/data/ESC-50/ESC-50-master/audio/1-51037-A-16.wav']","['clock_alarm', 'wind']",68,68_rephrased5
68,"A sound event occurs first, and then what?",audios/68.wav,"Drinking, sipping",Glass breaking,Train,wind,D,"['/home/data/ESC-50/ESC-50-master/audio/1-34853-A-37.wav', '/home/data/ESC-50/ESC-50-master/audio/1-51037-A-16.wav']","['clock_alarm', 'wind']",68,68_rephrased6
68,"Following the initial sound event, what happens next?",audios/68.wav,"Drinking, sipping",Glass breaking,Train,wind,D,"['/home/data/ESC-50/ESC-50-master/audio/1-34853-A-37.wav', '/home/data/ESC-50/ESC-50-master/audio/1-51037-A-16.wav']","['clock_alarm', 'wind']",68,68_rephrased7
68,"In a series of sound events, which one occurs after the first?",audios/68.wav,"Drinking, sipping",Glass breaking,Train,wind,D,"['/home/data/ESC-50/ESC-50-master/audio/1-34853-A-37.wav', '/home/data/ESC-50/ESC-50-master/audio/1-51037-A-16.wav']","['clock_alarm', 'wind']",68,68_rephrased8
68,What happens after the first sound event takes place?,audios/68.wav,"Drinking, sipping",Glass breaking,Train,wind,D,"['/home/data/ESC-50/ESC-50-master/audio/1-34853-A-37.wav', '/home/data/ESC-50/ESC-50-master/audio/1-51037-A-16.wav']","['clock_alarm', 'wind']",68,68_rephrased9
68,The first sound event is followed by which one?,audios/68.wav,"Drinking, sipping",Glass breaking,Train,wind,D,"['/home/data/ESC-50/ESC-50-master/audio/1-34853-A-37.wav', '/home/data/ESC-50/ESC-50-master/audio/1-51037-A-16.wav']","['clock_alarm', 'wind']",68,68_rephrased10
70,What noise follows the sound of a vacuum cleaner?,audios/70.wav,crackling_fire,Helicopter,Hen,Fireworks,A,"['/home/data/ESC-50/ESC-50-master/audio/1-19840-A-36.wav', '/home/data/ESC-50/ESC-50-master/audio/4-170247-B-12.wav', '/home/data/ESC-50/ESC-50-master/audio/1-137296-A-16.wav']","['vacuum_cleaner', 'crackling_fire', 'wind']",70,70_rephrased1
70,What is the next sound event after hearing a vacuum cleaner?,audios/70.wav,crackling_fire,Helicopter,Hen,Fireworks,A,"['/home/data/ESC-50/ESC-50-master/audio/1-19840-A-36.wav', '/home/data/ESC-50/ESC-50-master/audio/4-170247-B-12.wav', '/home/data/ESC-50/ESC-50-master/audio/1-137296-A-16.wav']","['vacuum_cleaner', 'crackling_fire', 'wind']",70,70_rephrased2
70,What noise happens immediately after the vacuum cleaner sound?,audios/70.wav,crackling_fire,Helicopter,Hen,Fireworks,A,"['/home/data/ESC-50/ESC-50-master/audio/1-19840-A-36.wav', '/home/data/ESC-50/ESC-50-master/audio/4-170247-B-12.wav', '/home/data/ESC-50/ESC-50-master/audio/1-137296-A-16.wav']","['vacuum_cleaner', 'crackling_fire', 'wind']",70,70_rephrased3
70,What follows the vacuum cleaner's noise?,audios/70.wav,crackling_fire,Helicopter,Hen,Fireworks,A,"['/home/data/ESC-50/ESC-50-master/audio/1-19840-A-36.wav', '/home/data/ESC-50/ESC-50-master/audio/4-170247-B-12.wav', '/home/data/ESC-50/ESC-50-master/audio/1-137296-A-16.wav']","['vacuum_cleaner', 'crackling_fire', 'wind']",70,70_rephrased4
70,What sound can be heard after the vacuum cleaner's noise?,audios/70.wav,crackling_fire,Helicopter,Hen,Fireworks,A,"['/home/data/ESC-50/ESC-50-master/audio/1-19840-A-36.wav', '/home/data/ESC-50/ESC-50-master/audio/4-170247-B-12.wav', '/home/data/ESC-50/ESC-50-master/audio/1-137296-A-16.wav']","['vacuum_cleaner', 'crackling_fire', 'wind']",70,70_rephrased5
70,What noise comes after the sound of a vacuum cleaner operating?,audios/70.wav,crackling_fire,Helicopter,Hen,Fireworks,A,"['/home/data/ESC-50/ESC-50-master/audio/1-19840-A-36.wav', '/home/data/ESC-50/ESC-50-master/audio/4-170247-B-12.wav', '/home/data/ESC-50/ESC-50-master/audio/1-137296-A-16.wav']","['vacuum_cleaner', 'crackling_fire', 'wind']",70,70_rephrased6
70,What is the sound that occurs right after the vacuum cleaner?,audios/70.wav,crackling_fire,Helicopter,Hen,Fireworks,A,"['/home/data/ESC-50/ESC-50-master/audio/1-19840-A-36.wav', '/home/data/ESC-50/ESC-50-master/audio/4-170247-B-12.wav', '/home/data/ESC-50/ESC-50-master/audio/1-137296-A-16.wav']","['vacuum_cleaner', 'crackling_fire', 'wind']",70,70_rephrased7
70,What noise occurs after the vacuum cleaner has stopped making its noise?,audios/70.wav,crackling_fire,Helicopter,Hen,Fireworks,A,"['/home/data/ESC-50/ESC-50-master/audio/1-19840-A-36.wav', '/home/data/ESC-50/ESC-50-master/audio/4-170247-B-12.wav', '/home/data/ESC-50/ESC-50-master/audio/1-137296-A-16.wav']","['vacuum_cleaner', 'crackling_fire', 'wind']",70,70_rephrased8
70,What happens in terms of sound after the vacuum cleaner has finished its operation?,audios/70.wav,crackling_fire,Helicopter,Hen,Fireworks,A,"['/home/data/ESC-50/ESC-50-master/audio/1-19840-A-36.wav', '/home/data/ESC-50/ESC-50-master/audio/4-170247-B-12.wav', '/home/data/ESC-50/ESC-50-master/audio/1-137296-A-16.wav']","['vacuum_cleaner', 'crackling_fire', 'wind']",70,70_rephrased9
70,What noise happens after the vacuum cleaner's sound stops?,audios/70.wav,crackling_fire,Helicopter,Hen,Fireworks,A,"['/home/data/ESC-50/ESC-50-master/audio/1-19840-A-36.wav', '/home/data/ESC-50/ESC-50-master/audio/4-170247-B-12.wav', '/home/data/ESC-50/ESC-50-master/audio/1-137296-A-16.wav']","['vacuum_cleaner', 'crackling_fire', 'wind']",70,70_rephrased10
71,What is the second sound event to occur?,audios/71.wav,Chirping birds,"Door, wood creaks",Sea waves,car_horn,D,"['/home/data/ESC-50/ESC-50-master/audio/2-83667-A-34.wav', '/home/data/ESC-50/ESC-50-master/audio/3-243726-A-43.wav', '/home/data/ESC-50/ESC-50-master/audio/4-147657-A-46.wav', '/home/data/ESC-50/ESC-50-master/audio/1-43807-B-47.wav']","['can_opening', 'car_horn', 'church_bells', 'airplane']",71,71_rephrased1
71,What sound event happens second in the sequence?,audios/71.wav,Chirping birds,"Door, wood creaks",Sea waves,car_horn,D,"['/home/data/ESC-50/ESC-50-master/audio/2-83667-A-34.wav', '/home/data/ESC-50/ESC-50-master/audio/3-243726-A-43.wav', '/home/data/ESC-50/ESC-50-master/audio/4-147657-A-46.wav', '/home/data/ESC-50/ESC-50-master/audio/1-43807-B-47.wav']","['can_opening', 'car_horn', 'church_bells', 'airplane']",71,71_rephrased2
71,Which sound event follows the first one?,audios/71.wav,Chirping birds,"Door, wood creaks",Sea waves,car_horn,D,"['/home/data/ESC-50/ESC-50-master/audio/2-83667-A-34.wav', '/home/data/ESC-50/ESC-50-master/audio/3-243726-A-43.wav', '/home/data/ESC-50/ESC-50-master/audio/4-147657-A-46.wav', '/home/data/ESC-50/ESC-50-master/audio/1-43807-B-47.wav']","['can_opening', 'car_horn', 'church_bells', 'airplane']",71,71_rephrased3
71,What is the sound event that occurs immediately after the first one?,audios/71.wav,Chirping birds,"Door, wood creaks",Sea waves,car_horn,D,"['/home/data/ESC-50/ESC-50-master/audio/2-83667-A-34.wav', '/home/data/ESC-50/ESC-50-master/audio/3-243726-A-43.wav', '/home/data/ESC-50/ESC-50-master/audio/4-147657-A-46.wav', '/home/data/ESC-50/ESC-50-master/audio/1-43807-B-47.wav']","['can_opening', 'car_horn', 'church_bells', 'airplane']",71,71_rephrased4
71,What sound event takes place after the initial one?,audios/71.wav,Chirping birds,"Door, wood creaks",Sea waves,car_horn,D,"['/home/data/ESC-50/ESC-50-master/audio/2-83667-A-34.wav', '/home/data/ESC-50/ESC-50-master/audio/3-243726-A-43.wav', '/home/data/ESC-50/ESC-50-master/audio/4-147657-A-46.wav', '/home/data/ESC-50/ESC-50-master/audio/1-43807-B-47.wav']","['can_opening', 'car_horn', 'church_bells', 'airplane']",71,71_rephrased5
